lemma,definition,count
vascularising,become vascular and have vessels that circulate fluids,413
nonlexically,without the use of words,413
operoseness,the quality of requiring extended effort,413
dislogistic,expressing disapproval,413
garmentmaker,a person who makes garments,412
blabbermouthed,unwisely talking too much,412
techiest,easily irritated or annoyed,412
keratinise,convert into keratin,412
jumentous,smelling strongly like a beast of burden,411
artiodactylous,of or relating to or belonging to mammals of the order Artiodactyla,410
quatercentennial,the 400th anniversary (or the celebration of it),410
surtaxing,levy an extra tax on,409
stinkbird,crested ill-smelling South American bird whose young have claws on the first and second digits of the wings,409
brachiates,swing from one hold to the next,408
boughless,having no boughs (of trees),408
minginess,extreme stinginess,408
classicizes,make classic or classical,408
sphaerobolaceae,monotypic family of fungi in which the more or less spherical gleba is forcibly ejected at maturity,408
nictated,briefly shut the eyes,408
nigroporus,a genus of fungi belonging to the family Polyporaceae,407
megalocardia,an abnormal enlargement of the heart,407
protuberates,cause to bulge out or project,406
overspecializes,become overly specialized,406
kalansuwa,a cap that is wrapped around by a turban and worn by Muslim religious elders,405
hyalosperma,genus of herbs of temperate Australia including some from genus Helipterum,405
vapidest,lacking taste or flavor or tang,405
connecticuter,a native or resident of Connecticut,405
miaouing,make a cat-like sound,405
atomistical,divided into separate and often disparate elements,404
defeminising,remove the ovaries of (female mammals such as cats),404
anemography,recording anemometrical measurements,404
reprizing,repeat an earlier theme of a composition,404
immaturer,characteristic of a lack of maturity,404
adesite,dark greyish extrusive rock,404
plectorrhiza,small genus of Australian orchids,403
miscreating,shape or form or make badly,403
extropic,of or relating to extropy,403
bulletproofs,make bulletproof,402
dactylomegaly,abnormally large fingers or toes,402
madderwort,any of numerous trees or shrubs or vines of the family Rubiaceae,402
lollygags,be about,402
chronologise,establish the order in time of something,402
whackier,"ludicrous, foolish",401
eburophyton,a monocotyledonous genus of the family Orchidaceae,401
frizziest,(of hair) in small tight curls,401
urceole,a vessel that holds water for washing the hands,401
leopardbane,any of several herbs of the genus Doronicum having alternate often clasping stem leaves cultivated for their long stalks of yellow flower heads,401
sleded,ride (on) a sled,401
budgereegah,small Australian parakeet usually light green with black and yellow markings in the wild but bred in many colors,400
lapidating,kill by throwing stones at,399
amnic,of or related to the amnion or characterized by developing an amnion,399
septobasidiaceae,a family of fungi belonging to the subdivision Basidiomycota,399
chintziest,of very poor quality; flimsy,398
lepidobotryaceae,family created in 1950 solely for the classification of a distinctive African tree repeatedly classified in other families; trees long believed to exist only in Africa,398
paganizes,make pagan in character,397
bandiest,have legs that curve outward at the knees,397
sclaffed,strike (a golf ball) such that the ground is scraped first,397
defalcates,appropriate (as property entrusted to one's care) fraudulently to one's own use,397
stylemark,a distinctive characteristic or attribute,396
unweaved,undo strands that have been woven together,396
macadamizes,surface with macadam,396
auspicating,indicate by signs,396
crankest,(used of boats) inclined to heel over easily under sail,395
lucubrates,"add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing",395
ingurgitates,overeat or eat immodestly; make a pig of oneself,395
unhallows,remove the consecration from a person or an object,394
handbuild,make without a potter's wheel,394
inertest,unable to move or resist motion,394
dapperest,marked by up-to-dateness in dress and manners,393
interdepends,be connected,393
gruesomer,shockingly repellent; inspiring horror,392
colourise,add color to,392
bustiest,(of a woman's body) having a large bosom and pleasing curves,392
caracolito,large Costa Rican tree having light-colored wood suitable for cabinetry; similar to the African lepidobotrys in wood structure as well as in fruit and flowers and leaves and seeds; often classified in other families,392
tintinnabulated,ring or sound like a small bell,392
pudgiest,short and plump,391
bemocks,treat with contempt,391
tashmitum,consort of Nabu,390
fliped,lightly throw to see which side comes up,390
birdwatched,watch and study birds in their natural habitat,390
xanthemia,excess carotene in the blood stream; can cause the skin to turn a pale yellow or red color,390
obstipate,constipate severely,390
rhynchoelaps,Australian coral snakes,390
aerifies,turn into gas,389
frogmarches,march a person against his will by any method,389
eternises,make famous forever,389
coniferophytina,cone-bearing gymnosperms dating from the Carboniferous period; most are substantial trees; includes the classes Pinopsida (subdivision Pinophytina) and Ginkgopsida (subdivision Ginkgophytina) and Taxopsida (subdivision Taxophytina) which in turn include the surviving orders Coniferales and Taxales (yews) and sometimes Ginkgoales as well as extinct orders such as Cordaitales (of the Carboniferous and Permian),389
screaky,having a rasping or grating sound,389
monocanthidae,filefishes,388
carjacks,"take someone's car from him by force, usually with the intention of stealing it",388
sonsier,(of a woman's body) having a large bosom and pleasing curves,388
bistered,colored with or as if with bister,387
alkalify,turn basic and less acidic,387
coronion,the craniometric point at the tip of the coronoid process of the mandible,387
moderationism,the policy of being moderate or acting with moderation,386
gluttonise,eat a lot and without restraint,386
tribulating,oppress or trouble greatly,386
aridest,lacking sufficient water or rainfall,385
deglycerolize,remove from glycerol,385
algometric,of or related to algometry,385
preassembles,"to manufacture sections of (a building), especially in a factory, so that they can be easily transported to and rapidly assembled on a building site of buildings",384
demobs,retire from military service,384
chiromance,divine by reading someone's palms,384
cymbid,any of various plants of the genus Cymbidium having narrow leaves and a long drooping cluster of numerous showy and variously colored boat-shaped flowers; extensively hybridized and cultivated as houseplants and important florists' flowers,383
dulcifies,make sweeter in taste,383
untruer,not according with the facts,383
ruggedisation,the act of making a piece of equipment rugged (strengthening to resist wear or abuse),383
misfunctioned,fail to function or function improperly,382
opalesces,reflect light or colors like an opal,382
ragsorter,a worker who sorts rags and old clothing for new uses (as in papermaking),381
verbify,make into a verb,381
hypophysectomise,remove the pituitary glands,381
nakedwood,any of several small to medium-sized trees of Florida and West Indies with thin scaly bark and heavy dark heartwood,380
apoplectoid,resembling apoplexy,380
tubbiest,short and plump,379
interdepended,be connected,378
emeside,an anticonvulsant drug (trade names Emeside and Zarontin) used to treat petit mal epilepsy,378
stroppier,obstreperous,378
catabolises,subject to catabolism,378
upperer,the topmost one of two,378
agerasia,youthful appearance in an old person,377
unascribable,not attributable,377
nictitated,briefly shut the eyes,377
renormalises,make normal or cause to conform to a norm or standard,377
fragmentising,break or cause to break into pieces,376
carnalised,debase through carnal gratification,376
acridest,strong and sharp,376
tapdances,dance and make rhythmic clicking sounds by means of metal plates nailed to the sole of the dance shoes,376
merbromine,a mercurial compound applied topically as an antiseptic; Mercurochrome is the trademark,375
laparocele,hernia through the abdomen,375
changtzu,"a mountain in the central Himalayas on the border of Tibet and Nepal (24,780 feet high)",374
troubleshooted,solve problems,373
exuviates,"cast off hair, skin, horn, or feathers",373
bumpkinly,awkwardly simple and provincial,373
aftershafted,having an aftershaft (a small feather at the base of some feathers),372
complexifier,someone makes things complex,372
pitchier,of the blackest black; similar to the color of jet or coal,372
urodynia,pain during urination,371
stictomys,mountain pacas,371
superfetate,conceive when a fetus is already present in the uterus,371
assibilates,insert a sibilant sound before or after (another sound),371
ptyalize,expel or eject (saliva or phlegm or sputum) from the mouth,370
bassest,having or denoting a low vocal or instrumental range,370
iproclozide,an antidepressant drug that acts as a monoamine oxidase inhibitor,370
obiism,belief in a kind of sorcery that originated in Africa and is practiced in the West Indies,370
carburises,unite with carbon,370
naifer,marked by or showing unaffected simplicity and lack of guile or worldly experience,369
euphemises,refer to something with a euphemism,369
mongrelising,cause to become a mongrel,369
finedraw,sew together very finely,369
etymologises,give the etymology or derivation or suggest an etymology (for a word),369
rhizopodan,protozoa characterized by a pseudopod,368
groking,get the meaning of something,368
coldcocks,knock down with force,368
palatalises,pronounce a consonant with the tongue against the palate,368
miltomate,Mexican annual naturalized in eastern North America having yellow to purple edible fruit resembling small tomatoes,367
pettifogs,argue over petty things,367
abyed,make amends for,367
deticked,free (a pet) of ticks,366
beliing,be in contradiction with,366
kopiyka,100 kopiykas equal 1 hryvnia in Ukraine,366
misadvises,give bad advice to,366
metaler,containing or made of or resembling or characteristic of a metal; ; ; - Ambrose Bierce,366
mellowingly,so as to mellow,365
anisogamic,relating to a type of sexual reproduction in which the gametes are dissimilar in some respect (as size or shape),365
annualry,the third finger (especially of the left hand),365
cartilaginification,abnormal formation of cartilage from other tissues; observed in some Asians,365
rotunder,spherical in shape,365
frapes,make secure by lashing,364
amalgamater,joined together into a whole,364
cragfast,stranded on or as if on a crag,364
metagrobolised,totally perplexed and mixed up; - Wall Street Journal,363
screwballer,(baseball) a pitcher who throws screwballs,363
platyrhinian,of or related to New World monkeys having nostrils far apart or to people with broad noses,363
sibilates,pronounce with an initial sibilant,362
hickest,awkwardly simple and provincial,362
cestidae,coextensive with the order Cestida; ctenophores having a greatly flattened and elongated body,362
costusroot,annual herb of the eastern Himalayas (Kashmir) having purple florets and a fragrant root that yields a volatile oil used in perfumery and for preserving furs,362
reharmonisation,a piece of music whose original harmony has been revised,362
assibilating,insert a sibilant sound before or after (another sound),362
decipherably,in a legible manner,361
carnalizes,"represent materialistically, as in a painting or a sculpture",361
bunchiest,occurring close together in bunches or clusters,361
atopognosia,absence or loss of topognosia; inability to locate correctly a point of touch,361
hierolatry,the worship of saints,361
overwearying,tire excessively,360
jocoser,characterized by jokes and good humor,360
admittible,deserving to be allowed to enter,360
fluoridize,subject to fluoridation; treat with fluoride,360
paleomammalogy,the paleobiology of ancient mammals,359
sitophylus,a genus of Bruchidae,359
araneidan,relating to or resembling a spider,359
transshiping,transfer for further transportation from one ship or conveyance to another,358
brusker,marked by rude or peremptory shortness,358
hagiographist,the author of a worshipful or idealizing biography,357
avider,(often followed by `for') ardently or excessively desirous,357
urocele,extravasation of urine into the scrotal sac,357
tetchiest,easily irritated or annoyed,356
communalizes,make something the property of the commune or community,356
luridest,horrible in fierceness or savagery,356
acnidosporidia,a subclass of Sporozoa,356
consecrater,solemnly dedicated to or set apart for a high purpose,356
jimhickey,someone excellent of their kind,356
oxygenise,"change (a compound) by increasing the proportion of the electronegative part; or change (an element or ion) from a lower to a higher positive valence: remove one or more electrons from (an atom, ion, or molecule)",355
ruggelach,pastry made with a cream cheese dough and different fillings (as raisins and walnuts and cinnamon or chocolate and walnut and apricot preserves),355
putrefacient,causing or promoting bacterial putrefaction,354
symbololatry,the worship of symbols,354
whitlowwort,any of various low-growing tufted plants of the genus Paronychia having tiny greenish flowers and usually whorled leaves; widespread throughout warm regions of both Old and New Worlds; formerly thought to cure whitlows (suppurative infections around a fingernail),354
abyes,make amends for,354
misdoes,do wrongly or improperly,353
bellyless,lacking a prominent belly,353
prologuizing,write or speak a prologue,353
clareted,drink claret,353
superinfects,infect (an infected cell) further or infect a cell already containing similar organisms,352
aegypiidae,in some classifications considered the family comprising the Old World vultures which are more often included in the family Accipitridae,352
cutaneal,relating to or existing on or affecting the skin,352
saltates,move by saltation,352
obliterable,able to be obliterated completely,351
lucidest,(of language) transparently clear; easily understandable; ; ; - Robert Burton,351
capsulised,enclose in a capsule,350
bedamning,wish harm upon; invoke evil upon,350
bologram,record or recording made by a bolometer,349
alopius,type genus of the family Alopiidae; in some classifications considered a genus of the family Lamnidae,349
lingberry,low evergreen shrub of high north temperate regions of Europe and Asia and America bearing red edible berries,348
thrips,any of various small to minute sucking insects with narrow feathery wings if any; they feed on plant sap and many are destructive,348
mastoidale,the craniometric point at the lowest point of the mastoid process,348
inweaved,weave together into a fabric or design,348
nonabsorbency,the property of not being absorbent,347
canoodles,fondle or pet affectionately,347
gushier,extravagantly demonstrative,347
benefacting,help as a benefactor,347
ghettoises,put in a ghetto,347
meshugaas,(Yiddish) craziness; senseless behavior or activity,347
desexes,make infertile,347
bicornuous,having two horns or horn-shaped parts,347
fragmentise,break or cause to break into pieces,346
clangouring,make a loud resonant noise,346
fliping,lightly throw to see which side comes up,345
ascendible,capable of being ascended,345
lapidify,change into stone,345
ticktacking,make a sound like a clock or a timer,345
uncommoner,not common or ordinarily encountered; unusually great in amount or remarkable in character or kind,345
webbier,having open interstices or resembling a web,345
desexualises,direct one's libidinous urges into another direction,345
burunduki,terrestrial Siberian squirrel,344
crumbliest,easily broken into small fragments or reduced to powder,344
hinderingly,in an obstructive manner,344
leptorrhinian,having a long narrow nose,343
equilibrize,bring into balance or equilibrium,343
bittier,(used informally) very small,343
sniffier,having or showing arrogant superiority to and disdain of those one views as unworthy; ; ; ; ; ; ; - W.L.Shirer,342
dishier,(informal British) sexually attractive,342
windtalker,a secret agent who was one of the Navajos who devised and used a code based on their native language; the code was unbroken by the Japanese during World War II,342
baccivorous,feeding on berries,342
clangored,make a loud resonant noise,342
frowzier,negligent of neatness especially in dress and person; habitually dirty and unkempt,341
boskiest,covered with or consisting of bushes or thickets; ; ; - Jack Beatty,341
epauliere,armor plate that protects the shoulder,341
soughingly,with a soft sound,340
commonplacer,completely ordinary and unremarkable,340
piggiest,resembling swine; coarsely gluttonous or greedy,340
winsomer,charming in a childlike or naive way,340
teleostan,a bony fish of the subclass Teleostei,339
untrustiness,the trait of not deserving trust or confidence,339
unicycled,ride a unicycle,339
cryophobia,a morbid fear of freezing,339
neoencephalon,the part of the brain having the most recent phylogenetic origin; the cerebral cortex and related parts,339
acathexis,(psychoanalysis) a lack of cathexis; a condition in which significant objects or memories arouse no emotion in an individual,339
streakiest,marked with or as if with stripes or linear discolorations,339
opalesced,reflect light or colors like an opal,339
solubleness,the property of being dissoluble,338
motorboated,ride in a motorboat,338
chittimwood,shrubby tree of the Pacific coast of the United States; yields cascara sagrada,338
perennated,"survive from season to season, of plants",337
degausses,make nonmagnetic; take away the magnetic properties (of),337
schmoosing,talk idly or casually and in a friendly way,337
putdownable,(of a book) poorly written and not entertaining,337
drippiest,wet with light rain,337
pemphigous,of or relating to or manifesting pemphigus,337
beshrewing,wish harm upon; invoke evil upon,337
chemosorptive,having the capacity to adsorb by chemical as contrasted with physical forces,336
panamiga,low stingless nettle of Central and South America having velvety brownish-green toothed leaves and clusters of small green flowers,336
patinized,coat with a patina,336
jollyer,full of or showing high-spirited merriment; ; - Wordsworth,336
purportes,"have the often specious appearance of being, intending, or claiming",335
vowelize,pronounce as a vowel,335
coeducate,educate persons of both sexes together,335
uncolumned,not having columns,335
couther,(used facetiously) refined,335
sambaing,dance the samba,334
measlier,contemptibly small in amount,334
earthtongue,any club-shaped fungus of the genus Geoglossum,334
miniating,paint with red lead or vermilion,333
lusterlessness,the property of having little or no contrast; lacking highlights or gloss,333
gladsomest,experiencing or expressing gladness or joy,333
corbiestep,(architecture) a step on the top of a gable wall,333
sightsaw,visit famous or interesting sights,332
blepharism,condition in which a person blinks continuously,332
vowelizing,pronounce as a vowel,332
bilestone,a calculus formed in the gall bladder or its ducts,332
circumvallates,surround with or as if with a rampart or other fortification,332
subvocalising,articulate without making audible sounds,331
iridokeratitis,inflammation of the iris and cornea of the eye,330
blackleads,cover with graphite,330
diabolising,turn into a devil or make devilish,330
cliquishly,in a clannish manner,329
blowsier,characteristic of or befitting a slut or slattern; used especially of women,329
langlaufer,a cross-country skier,328
lithuresis,passing small stones with the urine,328
labialise,pronounce with rounded lips,328
decarbonises,remove carbon from (an engine),328
systemises,arrange according to a system or reduce to a system,327
overstuffs,stuff too much,327
combustibleness,the quality of being capable of igniting and burning,327
squalider,morally degraded; ; ; ; - Seattle Weekly; - James Joyce,325
haemoglobinemia,presence of excessive hemoglobin in the blood plasma,325
branchiopodous,of or relating to or characteristic of the subclass Branchiopoda,325
gushiest,extravagantly demonstrative,325
bituminise,treat with bitumen,324
shnorr,obtain or seek to obtain by cadging or wheedling,324
polytonalism,music that uses two or more different keys at the same time,324
comeupance,an outcome (good or bad) that is well deserved,324
patinizing,coat with a patina,324
gluiness,the property of being cohesive and sticky,324
quadrisonic,of or relating to quadraphony,323
acider,harsh or corrosive in tone,322
butylating,introduce the butyl group into a chemical compound,322
degusted,taste with relish,322
degusting,taste with relish,322
congenialness,compatibility between persons,322
feverroot,coarse weedy American perennial herb with large usually perfoliate leaves and purple or dull red flowers,322
metalizes,coat with metal,322
bleariest,tired to the point of exhaustion,321
diabolise,turn into a devil or make devilish,321
celoma,a cavity in the mesoderm of an embryo that gives rise in humans to the pleural cavity and pericardial cavity and peritoneal cavity,321
decentalisation,the social process in which population and industry moves from urban centers to outlying districts,320
placeseeker,a disparaging term for an appointee,320
labializes,pronounce with rounded lips,318
comatoseness,a state of deep and often prolonged unconsciousness; usually the result of disease or injury,318
foetoscope,a stethoscope placed on the pregnant woman's abdomen to listen for the fetal heartbeat,318
infirmest,lacking bodily or muscular strength or vitality,318
consternates,"fill with anxiety, dread, dismay, or confusion",317
tripinnated,(of a leaf shape) thrice pinnate,317
nubbiness,looseness or roughness in texture (as of cloth),317
bonyness,extreme leanness (usually caused by starvation or disease),317
couthier,(chiefly Scottish) agreeable and genial,316
misgauges,gauge something incorrectly or improperly,315
countersank,"insert (a nail or screw below the surface, as into a countersink)",315
chlamydeous,having a floral envelope or perianth consisting of a calyx and/or corolla,315
extirpable,capable of being totally destroyed or wiped out,315
lentiginose,relating to or covered with or resembling freckles,315
clubbiest,effusively sociable,315
devilized,turn into a devil or make devilish,314
prawned,fish for prawns,314
creneled,supply with battlements,313
desalinizes,remove salt from,313
topognosia,recognition of the location of a stimulus on the skin,313
romanises,write in the Latin alphabet,313
rigourousness,something hard to endure,312
impermeableness,the property of something that cannot be pervaded by a liquid,312
unnoticeableness,the quality of being not easily noticed,312
deglazes,dissolve cooking juices or solid food in (a pan) by adding liquid and stirring,312
supersensitised,having an allergy or peculiar or excessive susceptibility (especially to a specific factor),311
knowinger,evidencing the possession of inside information,311
ferventest,characterized by intense emotion,311
coiffuring,arrange attractively,311
mosstone,of a moderate somewhat dull yellow-green color,311
insolates,expose to the rays of the sun or affect by exposure to the sun,311
subvocalise,articulate without making audible sounds,310
nonextensile,not extensile,310
becharms,"control by magic spells, as by practicing witchcraft",309
astomatal,lacking a stoma or stomata,309
ectozoon,any external parasitic organism (as fleas),309
devilize,turn into a devil or make devilish,309
manducating,chew (food); to bite and grind with the teeth,309
humifies,convert (plant remains) into humus,308
aphyllanthaceae,one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted; includes genus Aphyllanthes,308
habilimented,dressed or clothed especially in fine attire; often used in combination,307
gastrogavage,feeding a nutrient solution into the stomach through a tube through a surgically created opening,307
indris,large short-tailed lemur of Madagascar having thick silky fur in black and white and fawn,307
sphacelates,undergo necrosis,307
chylifactive,producing or converting into chyle,306
florider,elaborately or excessively ornamented,306
eusporangium,a sporangium that arises from a group of epidermal cells,306
adolesced,become adolescent; pass through adolescence,306
woolgathered,have a daydream; indulge in a fantasy,306
reflectorising,"provide with reflectors, such as chemicals",305
agrypnotic,of or pertaining to agrypnia,305
arachnidian,relating to or resembling a member of the class Arachnida,305
hoummos,"a thick spread made from mashed chickpeas, tahini, lemon juice and garlic; used especially as a dip for pita; originated in the Middle East",305
interstratifies,arrange rocks in alternating strata,304
clapperclaws,claw with the nails,304
cryesthesia,hypersensitivity to cold,304
bombinates,make a buzzing sound,303
munjuk,a Chadic language spoken south of Lake Chad,303
restrengthens,make strong again,303
cosmographist,a scientist knowledgeable about cosmography,303
roneograph,a rotary duplicator that uses a stencil through which ink is pressed (trade mark Roneo),303
arterialise,change venous blood into arterial blood,303
bittiest,(used informally) very small,302
tergiversates,be deliberately ambiguous or unclear in order to mislead or withhold information,302
drippier,wet with light rain,302
platitudinized,utter platitudes,302
offsaddling,remove the saddle from,302
transistorise,equip (an electronic circuit or device) with transistors,302
