lemma,definition,count
change,cause to change; make different; cause a transformation,814991421
within,on the inside,813768762
hand,the (prehensile) extremity of the superior limb,804254910
question,an instance of questioning,803565757
given,acknowledged as a supposition,798762905
fact,a piece of information about circumstances that exist or events that have occurred,781236138
another,any of various alternatives; some other,776983608
come,"move toward, travel toward something or somebody or approach something or somebody",773538823
american,of or relating to the United States of America or its people or language or culture,772536407
little,limited or below average in number or quantity or magnitude or extent,771505183
rate,a magnitude or frequency relative to a time unit,769819795
back,in or to or toward a former location,768418978
national,of or relating to or belonging to a nation or country,766508663
every,(used of count nouns) each and all of the members of a group considered singly and without exception,758645868
information,a message received and understood,752110130
program,a series of steps to be carried out or goals to be accomplished,751633791
give,"cause to have, in the abstract sense or physical sense",747790302
men,the force of workers available,746675728
interest,a sense of concern with and curiosity about someone or something,745181440
development,act of improving by expanding or enlarging or refining,742485589
problem,a state of difficulty that needs to be resolved,740224391
woman,an adult female person (as opposed to a man),736965353
thing,a special situation,732822187
cost,the total spent for goods or services including money and time and labor,732666848
second,coming next after the first in position in space or time or degree or magnitude,732268255
term,a word or expression used for some particular thing,729410656
less,used to form the comparative of some adjectives and adverbs,728155387
might,physical strength,726220992
condition,a state at a particular time,723504217
university,the body of faculty and students at a university,722862880
small,limited or below average in number or quantity or magnitude or extent,721087866
large,above average in size or number or quantity or magnitude or extent,720685201
go,"change location; move, travel, or proceed, also metaphorically",717550645
end,"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical",715237450
committee,a special group delegated to consider some matter;  - Milton Berle,711514856
word,a unit of language that native speakers can identify,709345097
following,going or proceeding or coming after in the same direction,708996597
book,a written work or composition that has been published (printed on pages bound together),707541663
land,the land on which real estate is located,706914833
set,put into a certain place or abstract location,706355187
last,immediately past,705324762
still,"with reference to action or condition; without change, interruption, or cessation",703675359
different,unlike in nature or quality or form or degree,682940667
total,constituting the full quantity or extent; complete,679309103
get,come into the possession of something concrete or abstract,676788913
business,a commercial or industrial enterprise and the people who constitute it,676557529
action,something done (usually as opposed to something said),673611464
old,(used especially of persons) having lived for a relatively long time or attained a specific age,673217228
york,the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose,671464995
think,judge or regard; look upon; judge,671342962
control,exercise authoritative control or power over,665093769
office,place of business where professional or clerical duties are performed,659693513
department,a specialized division of a large organization,657997130
data,a collection of facts from which conclusions may be drawn,653962532
level,a position on a scale of intensity or amount or quality,653045233
subject,the subject matter of a conversation or discussion,649210671
name,a language unit by which a person or thing is known,647917024
process,a particular course of action intended to achieve a result,647538023
period,an amount of time,645632695
table,a set of data arranged in rows and columns,644590460
type,a subdivision of a particular kind of thing,642756975
method,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",639974647
show,give an exhibition of to an interested audience,638873536
material,the tangible substance that goes into the makeup of a physical object,635079282
figure,a diagram or picture illustrating textual material,626327687
research,systematic investigation to establish facts,625454114
property,something owned; any tangible or intangible possession that is owned by someone,623279713
county,(United Kingdom) a region created by territorial division for the purpose of local government,622758716
amount,a quantity of money,620148850
course,education imparted in a series of lessons or meetings,614317997
family,a social unit living together,609050864
purpose,an anticipated outcome that is intended or that guides your planned actions,608264915
board,a committee having supervisory powers,606140952
never,not ever; at no time in the past or future,604238341
party,an organization to gain political power,604101528
example,an item of information that is typical of a class or group,601746546
war,the waging of armed conflict against an enemy,599148288
matter,a vaguely specified concern,597924645
thus,(used to introduce a logical conclusion) from that fact or reason or as a result,594276163
social,relating to human society and its members,585707832
home,at or to or in the direction of one's home or family,584960798
side,a place within a region identified relative to a center or reference location,582307572
god,the supernatural being conceived as the perfect and omnipotent and omniscient originator and ruler of the universe; the object of worship in monotheistic religions,576320886
important,of great significance or value,573914562
john,a room or building equipped with one or more toilets,562109296
rule,a principle or condition that customarily governs behavior,562094836
called,assign a specified (usually proper) proper name to,558691999
four,being one more than three,555292821
body,"the entire structure of an organism (an animal, plant, or human being)",551002976
force,"to cause to do through pressure or necessity, by physical, moral or intellectual means :",550015766
taken,understood in a certain way; made sense of,549747586
price,the property of having material worth (often indicated by the amount of money something would bring if sold),547829581
education,the activities of educating or instructing; activities that impart knowledge or skill,547451150
need,"require as useful, just, or proper",547335948
field,a piece of land cleared of trees and usually enclosed,546737558
individual,a human being,546580544
policy,a plan of action adopted by an individual or social group,545861110
certain,definite but not specified or identified,545766915
thought,the content of cognition; the main thing you are thinking about,545595859
bill,a statute in draft before it becomes law,542504691
several,considered individually,541875431
product,commodities offered for sale,537841779
head,the upper part of the human body or the front part of the body in animals; contains the face and brains,537025587
class,a collection of things sharing a common attribute,535762196
increase,become bigger or greater in amount,531558473
possible,capable of happening or existing,526683087
month,one of the twelve divisions of the calendar year,525136675
note,make mention of,524385740
though,(postpositive) however,523148595
paper,a material made of cellulose pulp derived mainly from wood or rags or certain grasses,521970942
activity,any specific behavior,521561307
left,being or located on or directed toward the side of the body to the west when facing north,520544630
account,a record or narrative description of past events,513249419
health,a healthy state of wellbeing free from disease,513221165
tax,charge against a citizen's person or property or activity for the support of government,511043987
society,an extended social group having a distinctive cultural and economic organization,510816972
view,a way of regarding situations or topics etc.,509841843
yet,up to the present time,508822094
plan,a series of steps to be carried out or goals to be accomplished,507714646
therefore,(used to introduce a logical conclusion) from that fact or reason or as a result,506720430
local,relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area,506358670
foot,the part of the leg of a human being below the ankle joint,506123997
issue,an important question that is in dispute and must be settled,505997591
president,an executive officer of a firm or corporation,503678409
position,the particular portion of space occupied by something,502062410
history,the aggregate of past events,501005614
operation,the state of being in effect or being operative,498715326
necessary,absolutely essential,497868603
cent,a fractional monetary unit of several countries,496066866
application,the act of bringing something to bear; using it for a particular purpose,492151542
light,(physics) electromagnetic radiation that can produce a visual sensation,491483736
often,many times at short intervals,491298143
bank,sloping land (especially the slope beside a body of water),491112068
whole,including all components without exception; being one unit or constituting the full amount or extent or duration; complete,491078356
reason,a rational motive for a belief or action,490302358
human,characteristic of humanity,488217537
put,put into a certain place or abstract location,486699372
student,a learner who is enrolled in an educational institution,486169283
building,a structure that has a roof and walls and stands more or less permanently in one place,484254066
plant,buildings for carrying on industrial labor,483132932
best,(superlative of `good') having the most positive qualities,481440700
want,feel or have a desire for; want strongly,481192216
common,belonging to or participated in by a community as a whole; public,480532914
district,a region marked off for administrative or other purposes,480121614
age,how long something has existed,478878513
hour,a period of time equal to 1/24th of a day,478802722
chapter,a subdivision of a written work; usually numbered and titled,475638866
industry,the people or companies engaged in a particular kind of commercial enterprise,475212149
held,occupied or in the control of; often used in combination,475107846
special,unique or specific to a person or thing or category,472972894
based,having a base,472621897
south,the region of the United States lying to the south of the Mason-Dixon line,470987674
required,necessary for relief or supply,470770957
came,"move toward, travel toward something or somebody or approach something or somebody",470442383
support,"give moral or psychological support, aid, or courage to",467735385
air,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,467534760
five,being one more than four,466659129
cause,"give rise to; cause to happen or occur, not always intentionally",466136923
always,at all times; all the time and on every occasion,465295177
test,"put to the test, as for its quality, or give experimental use to",463400544
known,apprehended with certainty,463226811
either,after a negative statement used as an intensive meaning something like `likewise' or `also',462413428
record,make a record of; set down in permanent form,460979435
rather,on the contrary,459225800
let,make it possible through a specific action or lack of action for something to happen,456955527
due,owed and payable immediately or on demand,456756333
standard,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,454778299
production,the act or process of producing something,454693847
full,containing as much or as many as is possible or normal,451771365
evidence,your basis for belief or disbelief; knowledge on which to base belief,451434475
commission,a special group delegated to consider some matter;  - Milton Berle,451356914
available,obtainable or accessible and ready for use or service,449392318
early,at or near the beginning of a period of time or course of events or before the usual or expected time,449115768
white,being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light,447896674
market,the world of commercial activity where goods and services are bought and sold,446932368
eye,the organ of sight,446103750
authority,the power or right to give orders or make decisions,446051088
international,concerning or belonging to all or at least two or more nations,445796768
free,able to act at will; not hampered; not under compulsion or restraint,445239057
including,"have as a part, be made up out of",444647837
model,a hypothetical description of a complex entity or process,440687937
community,a group of people living in a particular local area,440233594
provided,give something useful or necessary to,439475571
analysis,an investigation of the component parts of a whole and their relations in making up the whole,438741962
next,nearest in space or position; immediately adjoining without intervening space,437728279
making,the act that results in something coming to be,436237832
done,having finished or arrived at completion,436087380
trade,the commercial exchange (buying and selling on domestic or international markets) of goods and services,434685560
association,a formal organization of people or groups of people,434627796
letter,a written message addressed to a person or organization,434243921
church,one of the groups of Christians who have their own beliefs and forms of worship,434143159
least,used to form the superlative,433282466
north,the region of the United States lying to the north of the Mason-Dixon line,430896452
street,a thoroughfare (usually including sidewalks) that is lined with buildings,430192576
later,happening at a time subsequent to a reference time,429006538
using,an act that exploits or victimizes someone (treats them unfairly),428568870
room,an area within a building enclosed by walls and floor and ceiling,428421290
economic,"of or relating to an economy, the system of production and management of material wealth",428070410
look,perceive with attention; direct one's gaze towards,427951510
ii,the cardinal number that is the sum of one and one or a numeral representing this number,426393867
various,of many different kinds purposefully arranged but lacking any uniformity,424962631
going,the act of departing,424929042
officer,any person in the armed services who holds a position of authority or command,424508159
federal,national; especially in reference to the government of the United States as distinct from that of its member units,424355162
nature,the essential qualities or characteristics by which something is recognized,424352964
money,the most common medium of exchange; functions as legal tender,423341696
kind,a category of things distinguished by some common characteristic or quality,423098713
away,from a particular thing or place or position (`forth' is obsolete),422714930
project,any piece of work that is undertaken or attempted,420869944
source,"the place where something begins, where it springs into being",420067719
death,the event of dying or departure from life,417974889
become,enter or assume a certain state or condition,417361323
political,involving or characteristic of politics or parties or politicians; - Daniel Goleman,414930607
function,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),414439188
practice,a customary way of operation or behavior,414005018
half,one of two equal parts of a divisible whole,413195731
patient,a person who requires medical care,412954995
fund,a reserve of money set aside for some purpose,412760434
around,in the area or vicinity,412660098
third,coming next after the second and just before the fourth in position,411304838
low,less than normal in degree or intensity or amount,410614948
date,the specified day of the month,407294615
young,(used of living things especially persons) in an early period of life or development or growth,406012220
experience,the accumulation of knowledge or skill that results from direct participation in events or activities,406008325
percent,a proportion in relation to a whole (which is usually the amount per hundred),405134120
help,give help or assistance; be of service,401443260
art,the products of human creativity; works of art collectively,400404587
unit,any division of quantity accepted as a standard of measurement or exchange,399132854
structure,a thing constructed; a complex entity constructed of many parts,398638367
care,feel concern or interest,398275944
sale,a particular instance of selling,398126773
open,cause to open or to become open,396464867
provide,give something useful or necessary to,396315191
ground,the solid part of the earth's surface,396202291
claim,assert or affirm strongly; state to be true or existing,395245261
mind,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason,394816259
union,an organization of employees formed to bargain with the employer,394232008
seen,perceive by sight or have the power to perceive by sight,393964130
relation,an abstraction belonging to or characteristic of two entities or parts together,393769600
contract,a binding agreement between two or more persons that is enforceable by law,392841796
article,nonfictional prose forming an independent part of a publication,392281638
cell,any small compartment,392136348
london,the capital and largest city of England; located on the Thames in southeastern England; financial and industrial and cultural center,391647629
page,one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains,391483997
surface,the outer boundary of an artifact or a material layer constituting or resembling such a boundary,391005718
statement,a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc,390741606
river,a large natural stream of water (larger than a creek),390349823
particular,unique or specific to a person or thing or category,388729052
face,the front of the human head from the forehead to the chin and ear to ear,388078290
organization,a group of people who work together,387317160
management,the act of managing something,385836440
june,the month following May and preceding July,385700106
science,a particular branch of scientific knowledge,385539487
foreign,of concern to or concerning the affairs of other nations (other than your own),385470956
provision,a stipulated condition,385105299
shown,give an exhibition of to an interested audience,384543774
received,get something; come into possession of,384273520
decision,the act of making up your mind about something,384260258
meeting,a formally arranged gathering,384254462
took,carry out,383821590
energy,(physics) a thermodynamic quantity equivalent to the capacity of a physical system to do work; the units of energy are joules or ergs,381710894
nothing,a quantity of no importance,381072071
west,the countries of (originally) Europe and (now including) North America and South America,380829621
almost,(of actions or states) slightly short of or not quite accomplished; all but,380769334
together,in contact with each other or in proximity,380106661
week,any period of seven consecutive days,379760426
current,occurring in or belonging to the present time,376996299
read,interpret something that is written or printed,375650140
lord,terms referring to the Judeo-Christian God,374593169
king,a male sovereign; ruler of a kingdom,373709975
secretary,a person who is head of an administrative department of government,372641890
college,the body of faculty and students of a college,372364777
road,an open way (generally public) for travel or transportation,371847752
language,a systematic means of communicating by the use of sounds or conventional symbols,369745555
friend,a person you know well and regard with affection and trust,367074518
factor,anything that contributes causally to a result,366279372
real,being or occurring in fact or actuality; having verified existence; not illusory; ; ; ; ; ; - Longfellow,365778581
call,assign a specified (usually proper) proper name to,365617661
food,any substance that can be metabolized by an animal to give energy and build tissue,364718336
ever,at any time,363097557
already,prior to a specified or implied time,363093454
along,with a forward motion,362792616
short,primarily temporal sense; indicating or being or seeming to be limited in duration,362791479
went,"change location; move, travel, or proceed, also metaphorically",362138429
idea,the content of cognition; the main thing you are thinking about,361947592
council,a body serving in an administrative capacity,361719344
father,a male parent (also used as a term of address to your father),360512067
english,of or relating to or characteristic of England or its culture or people,360488760
pay,"give money, usually in exchange for goods or services",360394386
press,exert pressure or force to or upon,360175193
difference,the quality of being unlike or dissimilar,359476771
true,consistent with fact or reality; not false; ; - B. Russell,356710680
income,the financial gain (earned or unearned) accruing over a given period of time,356339778
treatment,care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),354089515
return,"go or come back to place, condition, or activity where one has been before",353812358
similar,marked by correspondence or resemblance,353393387
employee,a worker who is hired to perform a job,353163626
duty,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr,352452575
major,of greater importance or stature or rank,351414552
supply,give something useful or necessary to,351409238
according,go together,350933614
black,being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light,350785912
agency,an administrative unit of government,350585535
love,have a great affection or liking for,347122474
considered,deem to be,345198166
population,the people who inhabit a territory or state,344363577
average,approximating the statistical norm or average or expected value,343983371
town,an urban area with a fixed boundary that is smaller than a city,342652119
million,"(in Roman numerals, M written with a macron over it) denoting a quantity consisting of 1,000,000 items or units",341994428
security,the state of being free from danger or injury,341493540
able,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,339964602
century,a period of 100 years,338839310
charge,an impetuous rush toward someone or something,338042432
future,the time yet to come,337922707
march,march in a procession,336707623
benefit,financial assistance in time of need,335608242
july,the month following June and preceding August,335432907
near,not far distant in time or space or degree or circumstances,334780255
non,negation of a word or group of words,334650574
paid,marked by the reception of pay,334401150
single,being or characteristic of a single thing or person,332988150
asked,inquire about,332941757
measure,"determine the measurements of something or somebody, take measurements of",332579952
son,a male human offspring,332492532
mile,"a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters",332393574
corporation,a business firm whose articles of incorporation have been approved in some state,332314411
reference,a remark that calls attention to something or someone,331972856
design,make or work out a plan for; devise,331358723
working,actively engaged in paid work,331322723
review,look at again; examine again,331287369
loss,something that is lost,330927369
size,the physical magnitude of something (how big it is),330686280
higher,advanced in complexity or elaboration,330319049
lower,move something or somebody to a lower position,329880640
respect,(usually preceded by `in') a detail or point,329489942
nation,a politically organized body of people under a single government,329059625
oil,a slippery or viscous liquid or liquefiable substance not miscible with water,328373876
night,the time after sunset and before sunrise while it is dark outside,328307818
agreement,the statement (oral or written) of an exchange of promises,328061122
knowledge,the psychological result of perception and learning and reasoning,327892769
self,your consciousness of your own identity,327308966
center,an area that is approximately central within some larger region,326965742
enough,as much as necessary; ; (`plenty' is nonstandard),326697938
past,the time that has elapsed,325995680
construction,the act of constructing something,325478459
quality,an essential and distinguishing attribute of something or someone; --Shakespeare,324450365
temperature,the degree of hotness or coldness of a body or environment (corresponding to its molecular activity),324003716
natural,in accordance with nature; relating to or concerning nature,323043194
six,denoting a quantity consisting of six items or units,322843069
stock,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity),322507458
theory,a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena,322110872
central,serving as an essential component,321815957
region,the extended spatial location of something,321252930
defendant,a person or institution against whom an action is brought in a court of law; the person being sued or accused,320096470
character,an imaginary person represented in a work of fiction (play or film or story),319465902
title,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with,319387832
division,an army unit large enough to sustain combat,319110135
mother,a woman who has given birth to a child (also used as a term of address to your mother),318860025
range,an area in which something acts or operates or has power or control:,318848000
brought,take something or somebody with oneself somewhere,318272879
director,someone who controls resources and expenditures,317978596
private,confined to particular persons or groups or providing privacy,317916120
tell,express in words,317003189
principle,a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct,316887911
addition,a component that is added to something to improve it,316673098
space,the unlimited expanse in which everything is located,316610996
heart,the locus of feelings and intuitions,315321339
resource,available source of wealth; a new or reserve supply that can be drawn upon when needed,314967175
growth,(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level,314760510
sir,term of address for a man,313992016
disease,an impairment of health or a condition of abnormal functioning,313611290
solution,a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution,313467087
opinion,a personal belief or judgment that is not founded on proof or certainty,312741472
perhaps,by chance,312552284
basis,a relation that provides the foundation for something,312044700
increased,made greater in size or amount or degree,310516213
situation,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt,309389825
east,situated in or facing or moving toward the east,309374225
keep,"keep in a certain state, position, or activity; e.g.,",308229144
gas,the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container,307903259
continued,without stop or interruption,306846703
payment,a sum of money paid or a claim discharged,306352109
author,writes (books or stories or articles or the like) professionally (for pay),305967375
quite,to a degree (not used with a negative),305932695
degree,a position on a scale of intensity or amount or quality,305706724
except,take exception to,305651341
series,similar things placed in order or happening one after another,305594870
story,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program,304385915
capital,assets available for use in the production of further assets,304104426
requirement,required activity,303673559
pressure,the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit),303544248
worker,a person who works at a specific occupation,303455003
british,of or relating to or characteristic of Great Britain or its people or culture,302513447
washington,the capital of the United States in the District of Columbia and a tourist mecca; George Washington commissioned Charles L'Enfant to lay out the city in 1791,301675984
told,express in words,301563521
effort,earnest and conscientious activity intended to do or accomplish something,301421901
volume,the amount of 3-dimensional space occupied by an object,301288972
especially,to a distinctly greater extent or degree than is common,300627159
answer,react verbally,300169603
labor,a social class comprising those who do manual labor or work for wages,299286475
teacher,a person whose occupation is teaching,299213940
object,a tangible and visible entity; an entity that can cast a shadow,298813003
main,most important element,298511874
obtained,come into possession of,298372356
specific,(sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique,297982190
approach,move towards,297922842
include,"have as a part, be made up out of",295785342
generally,usually; as a rule,295540450
described,give a description of,294714554
believe,accept as true; take to be true,294164724
library,a room where books are kept,294018150
regulation,an authoritative rule,293082682
clear,readily apparent to the mind,293068350
event,something that happens at a given place and time,291901799
became,enter or assume a certain state or condition,291786510
medical,relating to the study or practice of medicine,290987301
america,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,290824150
got,come into the possession of something concrete or abstract,290621317
hundred,being ten more than ninety,290136499
sense,a general conscious awareness,289698992
movement,a change of position that does not entail a change of location,288624990
probably,with considerable certainty; without much doubt,288577360
step,any maneuver made as part of progress toward a goal,288456011
close,at or within a short distance in space or time or having elements near each other,288271533
procedure,a particular course of action intended to achieve a result,288032472
fire,the event of something burning (often destructive),287850813
training,activity leading to skilled behavior,287728793
personal,concerning or affecting a particular person or his or her private life and personality,287698191
element,an abstract part of something,286478659
relationship,"a relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness)",285017340
usually,under normal conditions,284908266
seems,give a certain impression or have a certain outward aspect,282393813
annual,completing its life cycle within a year,281163854
notice,"discover or determine the existence, presence, or fact of",280890639
established,brought about or set up or accepted; especially long established,279921203
site,the piece of land on which something is located (or is to be located),279102790
distribution,(statistics) an arrangement of values of a variable showing their observed or theoretical frequency of occurrence,279015723
april,the month following March and preceding May,278684961
administration,a method of tending to or managing the affairs of a some group of people (especially the group's business affairs),277975745
lead,take somebody somewhere,277763132
complete,having every necessary or normal part or component or step,277683096
england,a division of the United Kingdom,277159932
job,the principal activity in your life that you do to earn money,276664618
animal,a living organism characterized by voluntary movement,276371933
turn,"change orientation or direction, also in the abstract sense",276298226
indian,a member of the race of people living in America when Europeans arrived,275355674
list,a database containing an ordered array of items (names or topics),275294224
equipment,an instrumentality needed for an undertaking or to perform a service,274051488
chief,most important element,273732142
journal,a daily written record of (usually personal) experiences and observations,273178987
gave,"cause to have, in the abstract sense or physical sense",272875259
related,being connected either logically or causally or by shared characteristics,272695113
institution,an organization founded and united for a specific purpose,272669051
length,the linear extent in space from one end to the other; the longest dimension of something that is fixed in place,271890446
fall,descend in free fall under the influence of gravity,271791314
role,the actions and activities assigned to or required or expected of a person or group,271545575
direction,a line leading to a place or point,271498335
share,assets belonging to or due to or contributed by an individual person or group,271280813
tree,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,270964864
wall,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure,270451266
congress,the legislature of the United States government,270036250
run,"move fast by using one's feet, with one foot off the ground at any given time",269629836
station,a facility equipped with special equipment and personnel for a particular purpose,269612909
demand,request urgently and forcefully,269590184
car,a motor vehicle with four wheels; usually propelled by an internal combustion engine,269576462
manner,how something is done or how it happens,268493196
soon,in the near future,268241353
feel,undergo an emotional sensation or be in a particular state of mind,266830140
written,set down in writing in any of various ways,266774617
specie,coins collectively,266290582
island,a land mass (smaller than a continent) that is surrounded by water,266082208
saw,cut with a saw,265973784
response,a result,265904453
attention,the process whereby a person concentrates on some features of the environment to the (relative) exclusion of others,265860760
influence,a power to affect persons or events especially power based on prestige etc,264845730
stage,any distinct time period in a sequence of events,264803057
minute,a unit of time equal to 60 seconds or 1/60th of an hour,264318910
moment,a particular point in time,263919392
hold,"keep in a certain state, position, or activity; e.g.,",263263969
reported,made known or told about; especially presented in a formal account,263046729
performance,a dramatic or musical entertainment,262848560
direct,direct in spatial dimensions; proceeding without deviation or interruption; straight and short,262248011
published,prepared and printed for distribution and sale,262175329
really,in accordance with truth or fact or reality,260428789
sea,a division of an ocean or a large body of salt water partially enclosed by land,260200205
military,of or relating to the study of the principles of warfare,259701861
proposed,"make a proposal, declare a plan for something",259035565
january,the first month of the year; begins 10 days after the winter solstice,258912015
additional,further or added,258884672
agent,an active and efficient cause; capable of producing a certain effect,258465735
late,being or occurring at an advanced period of time or after a usual or expected time,258161449
content,everything that is included in a collection and that is held or included in something,257270740
opportunity,a possibility due to a favorable combination of circumstances,256767256
limited,small in range or scope,256119399
army,a permanent organization of the military land forces of a nation or state,255825001
judgment,an opinion formed by judging something,255549211
original,preceding all others in time or being as first made or performed,254750635
french,of or pertaining to France or the people of France,254180063
financial,involving financial matters,254107465
bad,having undesirable or negative qualities,253183462
follows,"to travel behind, go after, come after",253008165
code,a set of rules or principles or laws (especially written ones),252970221
consideration,the process of giving careful thought to something,252627560
motion,the use of movements (especially of the hands) to communicate familiar or prearranged signals,252526772
door,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,252018639
insurance,promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company,251939118
play,participate in games or sport,251661418
arm,a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb,251577352
