lemma,definition,count
country,"The territory of a nation; a sovereign state or a region once independent and still distinct in institutions, language, etc.",922443682
area,A measure of the extent of a surface; it is measured in square units.,919723222
study,"To review materials already learned in order to make sure one does not forget them, usually in preparation for an examination.",919246978
point,A small dot or mark.,916440033
long,Having much distance in space from one end to the other.,910855454
take,"To get into one's hands, possession or control, with or without force.",906639028
house,A structure built or serving as an abode of human beings.,903384038
say,To pronounce.,888737147
result,"To proceed, spring up or rise, as a consequence, from facts, arguments, premises, combination of circumstances, consultation, thought or endeavor.",875594859
member,One who belongs to a group.,871019716
high,"Physically elevated, extending above a base or average level",866891928
report,"To relate details of (an event or incident); to recount, describe (something). {{defdate|from }}",863400827
know,To perceive the truth or factuality of; to be certain of; to be certain that.,860271947
mean,To intend.,855036431
doe,"A female deer; also used of similar animals such as antelope (less commonly a goat, as is also used).",853881572
group,A number of things or persons being in some relation to one another.,852719850
world,"The subjective human experience, regarded collectively; human collective existence; existence in general; the reality we live in.",851801568
value,The quality that renders something desirable or valuable; worth.,839567833
person,An individual who has been granted personhood; usually a human being.,839282951
present,"Relating to now, for the time being; current.",832760479
city,"A large settlement, bigger than a town; sometimes with a specific legal definition, depending on the place.",829034645
line,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight.",821934564
effect,The result or outcome of a cause.,820170535
change,To become something different.,814991421
within,"In the inner part, spatially; physically inside.",813768762
hand,"The part of the forelimb below the forearm or wrist in a human, and the corresponding part in many other animals.",804254910
question,"A worded or expressed sentence, phrase, or only a word on its own, which asks for information, a reply, or a response; an interrogative.",803565757
fact,Something actual as opposed to invented.,781236138
another,"One more further, in addition to the quantity by then; a second or additional one, similar in likeness or in effect.",776983608
come,To move nearer to the point of perspective.,773538823
little,Small in size.,771505183
rate,The worth of something; value.,769819795
back,At or near the rear.,768418978
national,"Pertaining to a nation or country, especially as a whole; affecting, shared by, or existing throughout all of a nation.",766508663
every,"of a countable group (considered individually), without exception.",758645868
information,"That which resolves uncertainty; anything that answers the question of ""what a given entity is"".",752110130
program,A set of structured activities; a plan of action.,751633791
give,"To move, shift, provide something abstract or concrete to someone or something or somewhere.",747790302
interest,"The price paid for obtaining, or price received for providing, money or goods in a credit transaction, calculated as a fraction of the amount or value of what was borrowed.",745181440
development,"The process of developing; growth, directed change.",742485589
problem,A difficulty that has to be resolved or dealt with.,740224391
woman,An adult female human.,736965353
thing,"That which is considered to exist as a separate entity, object, quality or concept.",732822187
cost,To incur a charge of; to require payment of a (specified) price.,732666848
second,Number-two; following after the first one with nothing between them.,732268255
term,"That which limits the extent of anything; limit, extremity, bound, boundary, .",729410656
might,", strength, force or influence held by a person or group.",726220992
condition,A state or quality.,723504217
university,"Institution of higher education (typically accepting students from the age of about 17 or 18, depending on country, but in some exceptional cases able to take younger students) where subjects are studied and researched in depth and degrees are offered.",722862880
small,Not large or big; insignificant; few in number.,721087866
