lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
person,a human being,1,-3.5001379837019706,-3.5001379837019706,0.0
present,temporal sense; intermediate between past and future; now existing or happening or in consideration,7,-4.115881049458474,-4.142117576745061,0.0
city,a large and densely populated urban area; may include several independent administrative districts,10,-4.002008152600903,-3.8377140688300413,0.0
line,a formation of people or things one beside another,4,-3.727561763439528,-3.6470241398408416,0.0
effect,a phenomenon that follows and is caused by some previous phenomenon,5,-3.9747599681581427,-3.9580176178195297,0.0
change,cause to change; make different; cause a transformation,6,-3.529389914007963,-3.4373031194681007,0.0
within,on the inside,0,,,1.0
hand,the (prehensile) extremity of the superior limb,4,-5.074361411626921,-4.7320361077438005,0.0
question,an instance of questioning,2,-3.5584728516465107,-3.5584728516465107,0.0
given,acknowledged as a supposition,2,-4.998761076025149,-4.998761076025149,0.0
fact,a piece of information about circumstances that exist or events that have occurred,6,-3.826430853233892,-3.880835825464075,0.0
another,any of various alternatives; some other,2,-3.7970343821980066,-3.7970343821980066,0.0
come,"move toward, travel toward something or somebody or approach something or somebody",7,-4.056849462937143,-3.8613404979057093,0.0
american,of or relating to the United States of America or its people or language or culture,7,-3.5608636663638342,-3.6208483972724417,0.0
little,limited or below average in number or quantity or magnitude or extent,6,-3.803059319559376,-3.8112086343363343,0.0
rate,a magnitude or frequency relative to a time unit,5,-3.7432871905675755,-3.897165885506315,0.0
back,in or to or toward a former location,2,-3.9094001503354243,-3.9094001503354243,0.0
national,of or relating to or belonging to a nation or country,4,-4.002695727376403,-4.088396233772102,0.0
every,(used of count nouns) each and all of the members of a group considered singly and without exception,8,-3.8773715411473857,-3.8619702176714945,0.125
information,a message received and understood,3,-4.067794771666581,-4.088594103683025,0.0
program,a series of steps to be carried out or goals to be accomplished,5,-4.02363314368703,-3.937919961775639,0.0
give,"cause to have, in the abstract sense or physical sense",5,-3.809420387732392,-3.726804374727235,0.0
men,the force of workers available,3,-3.5637196641006468,-3.5361257148518734,0.0
interest,a sense of concern with and curiosity about someone or something,5,-4.0470912956270055,-3.921898192638416,0.0
development,act of improving by expanding or enlarging or refining,5,-4.462176288837389,-4.700376885348155,0.0
problem,a state of difficulty that needs to be resolved,4,-3.6955294775135483,-3.684974663762086,0.0
woman,an adult female person (as opposed to a man),5,-3.881360796649365,-3.9761710388143494,0.0
