lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
adequately,in an adequate manner or to an adequate degree,4,-5.207054865097542,-5.254347801386622,0.0
cautiously,as if with kid gloves; with caution or prudence or tact,5,-5.152511224271751,-5.218936398509907,0.0
royally,in a royal manner,2,-4.705004946946872,-4.705004946946872,0.0
playfully,in a playful manner,2,-5.320376321663984,-5.320376321663984,0.0
abundantly,in an abundant manner,2,-5.4436168443268524,-5.4436168443268524,0.0
decently,in a decent manner,2,-4.747479038960773,-4.747479038960773,0.0
mathematically,with respect to mathematics,2,-4.781300437243443,-4.781300437243443,0.0
unanimously,of one mind; without dissent,2,-4.750904471937672,-4.750904471937672,0.0
realistically,in a realistic manner,2,-5.096136678012861,-5.096136678012861,0.0
carelessly,without care or concern,2,-3.9384245682150283,-3.9384245682150283,0.0
unconsciously,without awareness,1,-5.50730253611651,-5.50730253611651,0.0
awkwardly,in an awkward manner,2,-4.851779593287851,-4.851779593287851,0.0
vigorously,with vigor; in a vigorous manner,3,-5.718798701405279,-6.027349106565327,0.0
fatally,with fatal consequences or implications,3,-5.528630904467925,-5.43465362969169,0.0
meticulously,in a meticulous manner,2,-5.375029381666039,-5.375029381666039,0.0
unwittingly,without knowledge or intention,2,-4.6941333984611235,-4.6941333984611235,0.0
aimlessly,without aim; in an aimless manner,3,-4.832405789998122,-4.832405789998122,0.33333333333333337
collectively,in conjunction with; combined,2,-5.748012086068611,-5.748012086068611,0.0
routinely,according to routine or established practice,4,-4.9752259318596685,-4.924124170997162,0.0
notwithstanding,despite anything to the contrary (usually following a concession),5,-4.398237374178334,-4.21241184635631,0.0
mercilessly,without pity; in a merciless manner,3,-5.098847849394387,-4.903586662348671,0.0
underfoot,under the feet,1,-4.155109528597632,-4.155109528597632,0.0
cheaply,in a stingy manner,2,-5.33520141991356,-5.33520141991356,0.0
shockingly,extremely,1,-4.576564261821492,-4.576564261821492,0.0
culturally,with regard to a culture,2,-4.9525405818249935,-4.9525405818249935,0.0
anon,at another time,1,-2.6977637436553072,-2.6977637436553072,0.0
c.o.d.,collecting the charges upon delivery,3,-4.614392584006231,-4.68627018176059,0.0
westward,toward the west,1,-4.2026434041838865,-4.2026434041838865,0.0
legitimately,in a manner acceptable to common custom,4,-4.898223980156018,-5.011051188102433,0.0
incorrectly,in an incorrect manner,2,-5.26980567198578,-5.26980567198578,0.0
cleanly,in an adroit manner,2,-4.903586662348671,-4.903586662348671,0.5
diligently,with diligence; in a diligent manner,3,-5.612532459362794,-5.892074675204686,0.0
moderately,to a moderately sufficient extent or degree,4,-5.376956565337899,-5.268490630365261,0.0
slowest,most slowly,1,-4.469346252200185,-4.469346252200185,0.0
unknowingly,without knowledge or intention,2,-4.6941333984611235,-4.6941333984611235,0.0
