lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
soapy,resembling or having the qualities of soap,3,-5.093370321220626,-4.880505722508446,0.0
inaccessible,capable of being reached only with great difficulty or not at all,4,-4.256436994407571,-4.360880741778752,0.0
proactive,descriptive of any event or stimulus or process that has an effect on events or stimuli or processes that occur subsequently,10,-5.105908699522498,-4.566851379062684,0.09999999999999998
marxist,following the ideas of Marx and Engels,4,-4.302000873016725,-3.845697314310429,0.25
parliamentary,relating to or having the nature of a parliament,3,-4.966356007186025,-5.249090573546831,0.0
bionic,of or relating to bionics,2,-5.356095280506189,-5.356095280506189,0.5
unselfish,disregarding your own advantages and welfare over those of others,4,-4.8038433517438675,-4.870352261145229,0.0
calibrated,marked with or divided into degrees,3,-4.660088744447265,-4.714414899924143,0.0
inefficient,not producing desired results; wasteful,4,-5.311351225364735,-5.209133348740267,0.0
aortic,of or relating to the aorta,2,-5.633653384482811,-5.633653384482811,0.0
irreparable,"impossible to repair, rectify, or amend",4,-5.3214438662668915,-5.511874557552819,0.0
departmental,of or relating to a department,2,-4.7803725577081,-4.7803725577081,0.0
systolic,of or relating to a systole or happening during a systole,4,-4.475612801440211,-4.475612801440211,0.5
uneventful,marked by no noteworthy or significant events,4,-4.534626720966649,-4.513440416668609,0.25
existent,having existence or being or actuality,2,-4.794720408945828,-4.794720408945828,0.5
feudal,of or relating to or characteristic of feudalism,3,-5.621540899684845,-5.621540899684845,0.33333333333333337
loopy,consisting of or covered with or having loops,3,-5.085268919090254,-5.077728744410181,0.0
toed,"having a toe or toes of a specified kind; often used in combination; five-toed""",8,-4.545451929707302,-4.958221925616719,0.125
moonlit,lighted by moonlight,2,-4.476883202210554,-4.476883202210554,0.0
impersonal,not relating to or responsive to individual persons,4,-4.947500489592143,-5.104721199226853,0.0
automotive,of or relating to motor vehicles,3,-4.925089481775366,-4.880728726898895,0.0
unturned,not turned,1,-3.5047237487164566,-3.5047237487164566,0.0
incompatible,not compatible,1,-5.6607669736172905,-5.6607669736172905,0.0
metaphysical,pertaining to or of the nature of metaphysics,3,-4.293882167505056,-4.293882167505056,0.6666666666666667
geographical,of or relating to the science of geography,3,-5.119103467785812,-5.356095280506189,0.0
regimental,belonging to or concerning a regiment,3,-4.7005354383476945,-4.534418132684192,0.0
rectal,of or involving the rectum,2,-5.592057321578265,-5.592057321578265,0.0
hydrated,containing combined water (especially water of crystallization as in a hydrate),7,-4.655718927904078,-4.631748957602022,0.1428571428571429
rhyming,having corresponding sounds especially terminal sounds,5,-4.60562953967599,-4.171322500321935,0.0
cinematic,of or pertaining to or characteristic of the cinema,3,-5.4852474961120175,-5.4852474961120175,0.33333333333333337
bellied,having a belly; often used in combination,4,-4.343868841495587,-4.482512241771964,0.0
interplanetary,between or among planets,1,-4.146086852523083,-4.146086852523083,0.0
alternating,(of a current) reversing direction,3,-4.696697808276583,-4.645565998725588,0.0
decreasing,becoming less or smaller,3,-3.831006836485734,-3.8084785904138228,0.0
journalistic,of or relating to or having the characteristics of journalism,3,-5.596447722694628,-5.546261368714194,0.0
harmonic,of or relating to harmony as distinct from melody and rhythm; - Ralph Hill,7,-5.0714071596517964,-5.1603748348643395,0.0
inhumane,lacking and reflecting lack of pity or compassion,5,-4.879304520175989,-4.683303546432523,0.0
aground,stuck in a place where a ship can no longer float,5,-4.091297150730836,-4.021134604834344,0.19999999999999996
freudian,of or relating to Sigmund Freud or his psychoanalytic ideas,5,-5.115847914886827,-5.446877940961128,0.19999999999999996
insubordinate,not submissive to authority,2,-5.329238781870178,-5.329238781870178,0.0
plowed,(of farmland) broken and turned over with a plow,4,-4.889026745649045,-4.923718424393596,0.0
likable,(of characters in literature or drama) evoking empathic or sympathetic feelings,7,-4.723653569808586,-4.783321702114251,0.2857142857142857
discontinued,stopped permanently or temporarily,3,-4.5721158665791615,-5.308536137359405,0.0
floored,provided with a floor,2,-4.33216684607792,-4.33216684607792,0.0
sorrowful,experiencing or marked by or expressing sorrow especially that associated with irreparable loss; ; ; ; - Proverbs 14:13,9,-4.875432536836168,-4.748944082054237,0.0
occipital,of or relating to the occiput,2,-5.356095280506189,-5.356095280506189,0.5
sidearm,(of pitches) made with the arm moving parallel to the ground,6,-4.098236389353957,-4.114013580987538,0.0
underprivileged,lacking the rights and advantages of other members of society,5,-4.116317347352322,-4.455573454879628,0.0
toothed,having teeth especially of a certain number or type; often used in combination,8,-4.129749872155502,-4.175018641343426,0.0
incoherent,without logical or meaningful connection,3,-5.025259297217159,-5.1229622031383,0.0
contemptible,deserving of contempt or scorn,3,-5.188922285872774,-5.338801908318393,0.0
futuristic,of or relating to futurism,2,-5.356095280506189,-5.356095280506189,0.5
reconstructed,adapted to social or economic change,4,-4.659804179544265,-4.808697654300776,0.0
restful,affording physical or mental rest,4,-4.320910850265674,-4.478691193753109,0.0
antiseptic,thoroughly clean and free of or destructive to disease-causing organisms,6,-4.758238011551529,-5.299701427674209,0.16666666666666663
prenatal,occurring or existing before birth,3,-4.669283811499345,-4.454052841952944,0.0
synonymous,(of words) meaning the same or nearly the same,3,-3.6426843784780707,-3.623384002879737,0.0
inanimate,belonging to the class of nouns denoting nonliving things,6,-4.387517390886078,-4.160026793322155,0.33333333333333337
shaven,having the beard or hair cut off close to the skin,5,-4.041472842462601,-3.8674026596424635,0.0
breasted,having a breast or breasts; or breasts as specified; used chiefly in compounds,7,-4.919817009998717,-4.988690145567439,0.1428571428571429
directional,relating to or indicating directions in space,4,-4.757431945586447,-4.811151029628025,0.0
unsupervised,not supervised or under constant observation,3,-5.2751974776283355,-5.144649718981797,0.0
parasitic,relating to or caused by parasites,3,-4.9759970575153805,-5.356095280506189,0.0
inconspicuous,not prominent or readily noticeable,3,-5.895388686701886,-5.987824556464737,0.0
methodist,of or pertaining to or characteristic of the branch of Protestantism adhering to the views of Wesley,7,-5.310062903642076,-5.2652930445477715,0.2857142857142857
