lemma,definition,count
demulcent,a medication (in the form of an oil or salve etc.) that soothes inflamed or injured skin,12866
australopithecine,any of several extinct humanlike bipedal primates with relatively small brains of the genus Australopithecus; from 1 to 4 million years ago,12859
cocain,a narcotic (alkaloid) extracted from coca leaves; used as a surface anesthetic or taken for pleasure; can become powerfully addictive,12857
paramountcy,the state of being paramount; the highest rank or authority,12855
topknot,headdress consisting of a decorative ribbon or bow worn in the hair,12855
saleroom,an area where merchandise (such as cars) can be displayed,12850
deutzia,any of various shrubs of the genus Deutzia having usually toothed opposite leaves and shredding bark and white or pink flowers in loose terminal clusters,12843
lagune,a body of water cut off from a larger body by a reef of sand or coral,12842
topmast,the mast next above a lower mast and topmost in a fore-and-aft rig,12841
noncom,a military officer appointed from enlisted personnel,12839
steradian,the unit of solid angle adopted under the Systeme International d'Unites,12837
noctua,type genus of the Noctuidae: moths whose larvae are cutworms,12835
clupeidae,herrings; shad; sardines; etc.,12834
dekko,British slang for a look,12832
tameness,the quality of being vapid and unsophisticated,12829
airburst,an explosion in the atmosphere,12828
urmia,a shallow saline lake in northwestern Iran between Tabriz and the western border of Turkey,12822
lobsterman,a person whose occupation is catching lobsters,12817
catasetum,genus of tropical American orchids having showy male and female flowers usually on separate inflorescences,12815
combativeness,a militant aggressiveness,12814
passiveness,submission to others or to outside influences,12811
amytal,the sodium salt of amobarbital that is used as a barbiturate; used as a sedative and a hypnotic,12806
gloominess,an atmosphere of depression and melancholy,12806
moussorgsky,Russian composer of operas and orchestral works (1839-1881),12805
louisianan,a native or resident of Louisiana,12805
aimlessness,the quality of lacking any definite purpose,12804
scomberomorus,Spanish mackerels,12802
jobholder,an employee who holds a regular job,12798
cinclus,type genus of the family Cinclidae,12795
vambrace,cannon of plate armor protecting the forearm,12793
thryothorus,Carolina wrens,12783
characin,any freshwater fish of the family Characinidae,12775
trochilidae,hummingbirds,12770
distributary,a branch of a river that flows away from the main stream and does not rejoin it,12770
contentiousness,an inclination to be quarrelsome and contentious,12769
erithacus,Old World thrushes,12765
urga,the capital and largest city of Mongolia,12755
sumach,a shrub or tree of the genus Rhus (usually limited to the non-poisonous members of the genus),12754
coelom,a cavity in the mesoderm of an embryo that gives rise in humans to the pleural cavity and pericardial cavity and peritoneal cavity,12753
wanter,a person who wants or needs something,12751
pleochroism,the phenomenon of different colors appearing when certain crystals are viewed from different directions,12750
dostoevski,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),12737
asilidae,robber flies,12737
nybble,a small byte,12735
disconnectedness,state of being disconnected,12733
vaporisation,the process of becoming a vapor,12732
griever,a person who is feeling grief (as grieving over someone who has died),12729
asklepios,son of Apollo; a hero and the Roman god of medicine and healing; his daughters were Hygeia and Panacea,12716
loadstar,guiding star; a star that is used as a reference point in navigation or astronomy,12714
triose,any monosaccharide sugar containing three atoms of carbon per molecule,12711
