lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
area,a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography),13,-4.172398708408995,-3.901059592946117,0.0
car,a motor vehicle with four wheels; usually propelled by an internal combustion engine,8,-4.339940963933811,-4.042409487997984,0.0
map,a diagrammatic representation of the earth's surface (or part of it),5,-4.428299501165176,-4.001330298860221,0.0
software,(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory,14,-3.6619024468660863,-3.5775571935293256,0.0
jan,the first month of the year; begins 10 days after the winter solstice,7,-3.6857591960640232,-3.399844795944383,0.0
way,how something is done or how it happens,3,-3.6345987363259376,-3.649434470267487,0.0
job,the principal activity in your life that you do to earn money,5,-3.778758427788733,-3.4875726595593806,0.0
line,a formation of people or things one beside another,4,-3.9926509296162638,-3.9327034349238703,0.0
info,a message received and understood,3,-3.8669099928010215,-3.8233661701394577,0.0
sale,a particular instance of selling,3,-4.083587268390262,-4.122323274621533,0.0
life,a characteristic state or mode of living,4,-3.6976554294338846,-3.7987932388323324,0.0
type,a subdivision of a particular kind of thing,4,-3.966314458960936,-3.8248715622412206,0.0
student,a learner who is enrolled in an educational institution,4,-4.658527824267338,-4.40519710976874,0.0
rate,a magnitude or frequency relative to a time unit,5,-3.9406245981629104,-4.223283174489497,0.0
movie,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,11,-4.020815059062972,-3.720723930339857,0.0
category,a collection of things sharing a common attribute,5,-3.7200742009355183,-3.6503443873664096,0.0
computer,a machine for performing calculations automatically,4,-4.193463560533349,-4.254751561103324,0.0
picture,a visual representation (of an object or scene or person or abstraction) produced on a surface,8,-4.152768373443919,-4.092024136167781,0.0
article,nonfictional prose forming an independent part of a publication,6,-3.8886413987152517,-3.7023932251619356,0.16666666666666663
privacy,the quality of being secluded from the presence or view of others,5,-4.413298499294423,-3.722592900747357,0.0
university,the body of faculty and students at a university,4,-3.520122109738041,-3.412830227293713,0.0
center,an area that is approximately central within some larger region,5,-3.6633386509246533,-3.650818582692157,0.0
child,a young person of either sex,3,-3.4618259025026745,-3.4925806513763145,0.0
project,any piece of work that is undertaken or attempted,4,-4.008784049725078,-4.056910845424646,0.0
event,something that happens at a given place and time,5,-3.5081426180819433,-3.4991683377907523,0.0
detail,an isolated fact that is considered separately from the whole,5,-4.355683285407318,-4.036575952606206,0.0
phone,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,13,-4.004941894686626,-3.956905502435165,0.0
sex,activities associated with sexual intercourse,4,-4.216322378749525,-4.051446602787973,0.0
doe,the federal department responsible for maintaining a national energy policy of the United States; created in 1977,10,-3.535954226762931,-3.522924215519133,0.0
case,an occurrence of something,2,-4.2727668320283625,-4.2727668320283625,0.0
art,the products of human creativity; works of art collectively,6,-3.8093070426225495,-3.3966997867458866,0.0
resource,available source of wealth; a new or reserve supply that can be drawn upon when needed,8,-3.610035559153484,-3.4878276687967755,0.0
woman,an adult female person (as opposed to a man),5,-3.952006153592457,-3.6540897842334665,0.0
research,systematic investigation to establish facts,4,-4.306697202509183,-4.308020329691553,0.0
image,an iconic mental representation,3,-4.840662745405684,-4.3669391441115195,0.0
january,the first month of the year; begins 10 days after the winter solstice,7,-3.6857591960640232,-3.399844795944383,0.0
subject,the subject matter of a conversation or discussion,4,-3.790511183155197,-3.6980189009138225,0.0
community,a group of people living in a particular local area,6,-3.3611726472157746,-3.2593061169098885,0.0
management,the act of managing something,3,-3.80331308662181,-3.649434470267487,0.0
card,one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes,13,-3.6794555168103997,-3.532601899696378,0.0
development,act of improving by expanding or enlarging or refining,5,-4.326810954928621,-4.262680441778172,0.0
family,a social unit living together,4,-3.6404377179932275,-3.6082934525989625,0.0
dvd,a digital recording (as of a movie) on an optical disk that can be played on a computer or a television set,9,-3.6306403283859865,-3.4633729105331064,0.0
office,place of business where professional or clerical duties are performed,6,-3.9033240693919695,-3.825534230082824,0.0
technology,the practical application of science to commerce or industry,5,-3.7465948913072538,-3.485790772346987,0.0
