lemma,definition,count
shunned,avoid and stay away from deliberately; stay clear of,1659
metabolic,of or relating to metabolism,1659
recruiter,someone who supplies members or employees,1659
footballer,an athlete who plays American football,1659
xxx,the cardinal number that is the product of ten and three,1659
emancipation,freeing someone from the control of another; especially a parent's relinquishing authority and control over a minor child,1658
dike,(slang) offensive term for a lesbian who is noticeably masculine,1658
megaphone,a cone-shaped acoustic device held to the mouth to intensify and direct the human voice,1658
bragged,show off,1658
rerun,"broadcast again, as of a film",1658
bootleg,whiskey illegally distilled from a corn mash,1658
opt,select as an alternative over another,1658
epidural,regional anesthesia resulting from injection of an anesthetic into the epidural space of the spinal cord; sensation is lost in the abdominal and genital and pelvic areas; used in childbirth and gynecological surgery,1658
hangout,a frequently visited place,1658
amphetamine,a central nervous system stimulant that increases energy and decreases appetite; used to treat narcolepsy and some forms of depression,1658
effectiveness,power to be effective; the quality of being able to bring about an effect,1658
thwarted,"hinder or prevent (the efforts, plans, or desires) of",1658
mightiest,having or showing great strength or force or intensity; ; ; - Bulwer-Lytton,1657
turquoise,a blue to grey green mineral consisting of copper aluminum phosphate,1657
chlamydia,a sexually transmitted infection caused by bacteria of the genus Chlamydia,1657
damnedest,expletives used informally as intensifiers,1657
vagrant,a wanderer who has no established residence or visible means of support,1656
titled,belonging to the peerage,1656
gradual,proceeding in small stages,1656
energize,cause to be alert and energetic,1656
aboriginal,a dark-skinned member of a race of people living in Australia when Europeans arrived,1656
grounder,(baseball) a hit that travels along the ground,1655
obtaining,come into possession of,1655
perchance,"through chance,",1655
alberta,one of the three prairie provinces in western Canada; rich in oil and natural gas and minerals,1655
gloating,malicious satisfaction,1655
redecorate,redo the decoration of an apartment or house,1655
discourse,extended verbal expression in speech or writing,1655
plunging,thrust or throw into,1655
perched,"sit, as on a branch",1655
domesticated,adapt (a wild plant or unclaimed land) to the environment,1654
bandaged,covered or wrapped with a bandage,1654
wagging,move from side to side,1654
ramses,any of 12 kings of ancient Egypt between 1315 and 1090 BC,1654
gilded,having the deep slightly brownish color of gold,1653
respirator,a breathing device for administering long-term artificial respiration,1653
aloof,remote in manner,1653
sporty,exhibiting or calling for sportsmanship or fair play,1653
boleyn,the second wife of Henry VIII and mother of Elizabeth I; was executed on a charge of adultery (1507-1536),1653
salutation,an act of honor or courteous recognition,1653
organising,bring order and organization to,1652
spirituality,property or income owned by a church,1652
serviced,be used by; as of a utility,1652
practitioner,someone who practices a learned profession,1651
engulfed,devote (oneself) fully to,1651
tunic,an enveloping or covering membrane or layer of body tissue,1651
oedipus,(Greek mythology) a tragic king of Thebes who unknowingly killed his father Laius and married his mother Jocasta; the subject of the drama `Oedipus Rex' by Sophocles,1651
supersonic,(of speed) greater than the speed of sound in a given medium (especially air),1651
reappear,appear again,1650
constituency,the body of voters who elect a representative for their area,1650
estimation,a document appraising the value of something (as for insurance or taxation),1650
unites,act in concert or unite in a common purpose or belief,1650
payable,subject to or requiring payment especially as specified,1650
100th,the ordinal number of one hundred in counting order,1650
identifies,recognize as being; establish the identity of someone or something,1650
ancestry,the descendants of one individual,1650
bobbing,move up and down repeatedly,1650
bloodhound,a breed of large powerful hound of European origin having very acute smell and used in tracking,1649
gondola,a low flat-bottomed freight car with fixed sides but no roof,1649
icelandic,a Scandinavian language that is the official language of Iceland,1649
embroidered,decorate with needlework,1649
paddock,pen where racehorses are saddled and paraded before a race,1649
reconsidered,consider again; give new consideration to; usually with a view to changing,1648
archaic,so extremely old as seeming to belong to an earlier period,1648
harrow,draw a harrow over (land),1648
bullhorn,a portable loudspeaker with built-in microphone and amplifier,1648
symbolism,a system of symbols and symbolic representations,1647
selene,(Greek mythology) goddess of the Moon in ancient mythology; identified with Roman Luna,1647
baum,United States writer of children's books (1856-1919),1647
enclosure,a structure consisting of an area that has been enclosed for some purpose,1647
rebuttal,the speech act of refuting by offering a contrary contention or argument,1647
asunder,widely separated especially in space,1647
faker,a person who makes deceitful pretenses,1647
pomp,cheap or pretentious or vain display,1647
shadowing,the act of following someone secretly,1646
allure,the power to entice or attract through personal charm,1646
imperfection,the state or an instance of being imperfect,1646
autonomous,(of political bodies) not controlled by outside forces,1646
bask,derive or receive pleasure from; get enjoyment from; take pleasure in,1646
terrifies,fill with terror; frighten greatly,1646
chieftain,the leader of a group of people,1646
chock,a block of wood used to prevent the sliding or rolling of a heavy object,1644
precedence,status established in order of importance or urgency,1644
purr,a low vibrating sound typical of a contented cat,1644
explicitly,in an explicit manner,1644
beady,small and round and shiny like a shiny bead or button,1644
tolerable,capable of being borne or endured,1644
cl,a common nonmetallic element belonging to the halogens; best known as a heavy yellow irritating toxic gas; used to purify water and as a bleaching agent and disinfectant; occurs naturally only as a salt (as in sea water),1643
bucking,to strive with determination,1643
polack,a person of Polish descent,1643
ithaca,a college town in central New York on Lake Cayuga,1643
impatience,a lack of patience; irritation with anything that causes delay,1643
cohn,German botanist who is generally recognized as founding bacteriology when he recognized bacteria as plants,1643
archduke,a sovereign prince of the former ruling house of Austria,1643
causeway,a road that is raised above water or marshland or sand,1642
absorbs,become imbued,1642
atrium,any chamber that is connected to other chambers or passageways (especially one of the two upper chambers of the heart),1642
creole,a person of European descent born in the West Indies or Latin America,1642
whirr,sound of something in rapid motion,1641
rougher,having or caused by an irregular surface,1641
palanquin,a closed litter carried on the shoulders of four bearers,1641
reactionary,an extreme conservative; an opponent of progress or liberalism,1641
rumple,disturb the smoothness of,1641
knoxville,a city in eastern Tennessee on the Tennessee River,1641
cahoot,collusion,1641
jeter,of the blackest black; similar to the color of jet or coal,1641
sleek,make slick or smooth,1641
judaism,Jews collectively who practice a religion based on the Torah and the Talmud,1640
putter,a golfer who is putting,1640
coax,"influence or urge by gentle urging, caressing, or flattering",1640
defiled,place under suspicion or cast doubt upon,1640
alluring,dispose or incline or entice to,1640
arguably,as can be shown by argument,1640
heron,Greek mathematician and inventor who devised a way to determine the area of a triangle and who described various mechanical devices (first century),1640
emits,expel (gases or odors),1639
bracken,fern of southeastern Asia; not hardy in cold temperate regions,1638
boardroom,a room where a committee meets (such as the board of directors of a company),1638
transcend,be greater in scope or size than some standard,1638
mendel,Augustinian monk and botanist whose experiments in breeding garden peas led to his eventual recognition as founder of the science of genetics (1822-1884),1637
suspender,elastic straps that hold trousers up (usually used in the plural),1637
meager,deficient in amount or quality or extent,1637
mozzarella,mild white Italian cheese,1637
lambda,the 11th letter of the Greek alphabet,1636
undermining,destroy property or hinder normal operations,1636
floozy,a prostitute who attracts customers by walking the streets,1636
guerilla,a member of an irregular armed force that fights a stronger force by sabotage and harassment,1636
misbehave,behave badly,1635
compost,a mixture of decaying vegetation and manure; used as a fertilizer,1635
disorientation,a wild delusion (especially one induced by a hallucinogenic drug),1635
maltese,a native or inhabitant of Malta,1635
suspiciously,with suspicion,1635
presbyterian,a follower of Calvinism as taught in the Presbyterian Church,1635
undergone,pass through,1635
salvaged,"save from ruin, destruction, or harm",1634
killjoy,someone who spoils the pleasure of others,1634
resuscitate,cause to regain consciousness,1634
algren,United States writer (1909-1981),1634
solicitation,an entreaty addressed to someone of superior status,1633
bleu,cheese containing a blue mold,1633
magnify,"increase in size, volume or significance",1633
recoil,"draw back, as with fear or pain",1633
antwerp,a busy port and financial center in northern Belgium on the Scheldt river; it has long been a center for the diamond industry and the first stock exchange was opened there in 1460,1632
spectral,of or relating to a spectrum,1632
congratulating,say something to someone that expresses praise,1632
aragon,French writer who generalized surrealism to literature (1897-1982),1632
embolism,an insertion into a calendar,1631
envisioned,imagine; conceive of; see in one's mind,1631
chalet,a Swiss house with a sloping roof and wide eaves or a house built in this style,1631
plop,the noise of a rounded object dropping into a liquid without a splash,1631
adonis,any handsome young man,1631
aerospace,the atmosphere and outer space considered as a whole,1631
sterilize,make free from bacteria,1630
doormat,a person who is physically weak and ineffectual,1630
baudelaire,a French poet noted for macabre imagery and evocative language (1821-1867),1630
unmistakable,clearly evident to the mind,1629
pretender,a claimant to the throne or to the office of ruler (usually without just title),1629
fledged,"feed, care for, and rear young birds for flight",1629
unrequited,not returned in kind,1628
suffocation,killing by depriving of oxygen,1628
barrio,a Spanish-speaking quarter in a town or city (especially in the United States),1628
maleficent,harmful or evil in intent or effect,1628
dandelion,any of several herbs of the genus Taraxacum having long tap roots and deeply notched leaves and bright yellow flowers followed by fluffy seed balls,1628
transforms,subject to a mathematical transformation,1628
realising,earn on some commercial or business transaction; earn as salary or wages,1628
calamari,(Italian cuisine) squid prepared as food,1628
dreading,be afraid or scared of; be frightened of,1627
unification,an occurrence that involves the production of a union,1627
hijacker,a holdup man who stops a vehicle and steals from it,1627
journeyed,undertake a journey or trip,1627
rasputin,Siberian peasant monk who was religious advisor in the court of Nicholas II; was assassinated by Russian noblemen who feared that his debauchery would weaken the monarchy (1872-1916),1627
frantically,in an uncontrolled manner,1626
jamison,United States dancer and choreographer (born in 1944),1626
frosted,decorate with frosting,1626
complicity,guilt as an accomplice in a crime or offense,1626
winked,signal by winking,1626
limey,a man of English descent,1626
inflate,exaggerate or make bigger,1626
waging,"carry on (wars, battles, or campaigns)",1626
sleet,partially melted snow (or a mixture of rain and snow),1625
sieve,a strainer for separating lumps from powdered material or grading particles,1625
slaving,"work very hard, like a slave",1625
trig,the mathematics of triangles and trigonometric functions,1625
lout,an awkward stupid person,1625
sag,"droop, sink, or settle from or as if from pressure or loss of tautness",1625
decimal,a proper fraction whose denominator is a power of 10,1625
inaugural,an address delivered at an inaugural ceremony (especially by a United States president),1625
crumbles,fall apart,1625
extensively,in a widespread way,1624
parenthood,the state of being a parent,1624
lessen,"decrease in size, extent, or range",1624
schoolwork,a school task performed by a student to satisfy the teacher,1623
sterilized,make free from bacteria,1623
sycamore,variably colored and sometimes variegated hard tough elastic wood of a sycamore tree,1623
sodomy,"intercourse via the anus, committed by a man with a man or woman",1623
flamethrower,a weapon that squirts ignited fuel for several yards,1622
sidle,move unobtrusively or furtively,1622
oncologist,a specialist in oncology,1622
kami,"one the Shinto deities (including mythological beings, spirits of distinguished men, forces of nature)",1621
differentiate,mark as different,1621
convened,meet formally,1621
oates,English conspirator who claimed that there was a Jesuit plot to assassinate Charles II (1649-1705),1621
virile,characterized by energy and vigor,1621
syrinx,a primitive wind instrument consisting of several parallel pipes bound together,1621
microfilm,film on which materials are photographed at greatly reduced size; useful for storage; a magnification system is used to read the material,1620
massively,to a massive degree or in a massive manner,1620
succulent,a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs,1620
haggle,"wrangle (over a price, terms of an agreement, etc.)",1620
crony,a close friend who accompanies his buddies in their activities,1620
motivational,of or relating to motivation,1620
impeachment,a formal document charging a public official with misconduct in office,1620
swerve,turn sharply; change direction abruptly,1620
restrict,place restrictions on,1619
