lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
applesauce,puree of stewed apples usually sweetened and spiced,6,-5.011514016445071,-4.87163495434535,0.33333333333333337
locus,the scene of any event or action (especially the place of a meeting),6,-3.9438932915646063,-4.088707666005998,0.0
nativity,the event of being born,2,-4.147020631633206,-4.147020631633206,0.0
corsica,an island in the Mediterranean; with adjacent islets it constitutes a region of France,7,-5.149540316574263,-5.24745959304303,0.1428571428571429
beckons,signal with the hands or nod,3,-4.305545650623739,-4.276889208961083,0.0
miri,little known Kamarupan languages,4,-3.679869135704959,-3.874024918584796,0.25
debit,an accounting entry acknowledging sums that are owing,5,-4.890824988357286,-4.945806159261466,0.0
printout,the output of a computer in printed form,4,-4.580149700296214,-4.306616008611041,0.0
adoration,a feeling of profound love and admiration,4,-4.258443496404846,-4.247297397273566,0.0
retires,go into retirement; stop performing one's work or withdraw from one's position,6,-3.721082424130774,-3.5530276417538214,0.0
wormwood,any of several low composite herbs of the genera Artemisia or Seriphidium,7,-4.865122602982985,-4.6983435490492855,0.4285714285714286
nunnery,the convent of a community of nuns,3,-4.945039576245285,-4.99194911518946,0.0
evaporated,lose or cause to lose liquid by vaporization leaving a more concentrated residue,8,-4.285903368419317,-4.019191457228289,0.125
predicts,make a prediction about; tell in advance,4,-3.942465054181164,-3.725320021372461,0.0
naga,Kamarupan languages spoken in northeastern India and western Burma,7,-4.948503029996834,-4.695994129477166,0.4285714285714286
nauseating,upset and make nauseated,3,-3.4847974041738015,-3.4847974041738015,0.33333333333333337
workhouse,a poorhouse where able-bodied poor are compelled to labor,4,-4.861477025745216,-4.886088583798503,0.25
sussex,a county in southern England on the English Channel; formerly an Anglo-Saxon kingdom that was captured by Wessex in the 9th century,11,-4.780548370387446,-4.564129481960623,0.09090909090909094
brownstone,a reddish brown sandstone; used in buildings,4,-3.6868680420065107,-3.6868680420065107,0.5
nullah,a ravine or gully in southern Asia,4,-5.487058599769246,-5.479623612909903,0.0
pondering,reflect deeply on a subject,3,-4.740194393556017,-4.541557629334344,0.0
shebang,an entire system; used in the phrase `the whole shebang',6,-4.3442624593532475,-3.9500425783153785,0.0
busier,actively or fully engaged or occupied,4,-5.228212652124575,-5.254796049526034,0.0
callback,a request by the manufacturer of a defective product to return the product (as for replacement or repair),8,-4.830787041005788,-4.705176124809416,0.0
methodist,of or pertaining to or characteristic of the branch of Protestantism adhering to the views of Wesley,7,-5.189086301759494,-5.26529272154582,0.2857142857142857
pram,a small vehicle with four wheels in which a baby or child is pushed around,6,-3.920190139619784,-3.984941566220704,0.0
pragmatic,concerned with practical matters,3,-4.271872588523602,-4.379705340518875,0.0
oni,the military intelligence agency that provides for the intelligence and counterintelligence and investigative and security requirements of the United States Navy,12,-4.712562164820188,-4.552260410724957,0.0
flintstone,pebbles of flint used in masonry construction,5,-4.768259905816504,-5.002600551510332,0.19999999999999996
stamping,walk heavily,2,-4.119776275516955,-4.119776275516955,0.0
reiterate,"to say, state, or perform again",3,-3.7504056808444304,-3.773182638988441,0.0
decryption,the activity of making clear or converting from code into plain text,7,-4.250721526867206,-4.531971621670883,0.0
scrambler,a rapid mover; someone who scrambles,4,-4.921209527321983,-5.360445987242141,0.0
pollute,make impure,2,-4.391947168886143,-4.391947168886143,0.0
carpentry,the craft of a carpenter: making things out of wood,5,-4.032733707338457,-4.210576428542791,0.0
lally,support column consisting of a steel cylinder filled with concrete,7,-4.9861661853086945,-4.933913733307699,0.0
pituitary,the master gland of the endocrine system; located at the base of the brain,7,-4.420247985097619,-4.12751152778709,0.1428571428571429
labrador,the mainland part of the province of Newfoundland and Labrador in the eastern part of the large Labrador-Ungava Peninsula in northeastern Canada,11,-4.878682324040043,-4.951390142915497,0.18181818181818177
loosing,grant freedom to; free from confinement,4,-4.560735790461202,-4.417673421484569,0.0
p.e.,the mechanical energy that a body has by virtue of its position; stored energy,7,-4.362323770178886,-4.256446884649701,0.0
tricycle,a vehicle with three wheels that is moved by foot pedals,5,-4.266043522086571,-4.392966019697222,0.0
winkle,small edible marine snail; steamed in wine or baked,7,-4.862732407466811,-4.9677677918800125,0.0
undisclosed,not made known,2,-3.336470061080454,-3.336470061080454,0.0
crumbled,fall apart,2,-4.041183115762349,-4.041183115762349,0.0
