lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
overeager,excessively eager,2,-5.472873650250661,-5.472873650250661,0.0
premonitory,warning of future misfortune,3,-4.860554010909922,-5.150293436640021,0.0
disemboweled,remove the entrails of,2,-5.30466407897007,-5.30466407897007,0.0
altruistically,in an altruistic manner,2,-5.292799956643563,-5.292799956643563,0.0
spathe,a conspicuous bract surrounding or subtending a spadix or other inflorescence,6,-6.454248828440139,-6.454751266253885,0.0
birded,watch and study birds in their natural habitat,5,-3.8686056799918456,-3.718623666984754,0.0
readed,interpret something that is written or printed,4,-3.960389830005846,-3.658157541925955,0.0
tangibility,the quality of being perceivable by touch,3,-4.880615805309643,-4.169995067897593,0.0
razorbill,black-and-white northern Atlantic auk having a compressed sharp-edged bill,7,-4.751189721330531,-4.390355130929051,0.2857142857142857
doyenne,a woman who is the senior member of a group,4,-3.348156810379657,-3.1955878827482276,0.0
carlina,genus of Mediterranean thistles,3,-5.116090310795019,-5.037768311841906,0.0
denotative,having the power of explicitly denoting or designating or naming,5,-4.375402934400441,-4.963697194765813,0.0
formication,hallucinated sensation that insects or snakes are crawling over the skin; a common side-effect of extensive use of cocaine or amphetamines,12,-4.819388164073977,-4.783844715110278,0.08333333333333337
irresolution,doubt concerning two or more possible alternatives or courses of action,6,-3.8156397109108617,-3.8075363959294624,0.0
epitomise,embody the essential characteristics of or be a typical example of,5,-4.470995524416818,-4.27728929849174,0.0
brunching,eat a meal in the late morning,4,-4.166096877473767,-4.165260070241887,0.0
spaning,"to cover or extend over an area or time period; ,",5,-3.568214376999954,-3.6640465371194164,0.0
bilingually,in a bilingual manner,2,-4.756153854021323,-4.756153854021323,0.0
proverbially,in the manner of something that has become a byword,4,-4.67682936141879,-3.98703970621629,0.0
unclip,remove the clip from,2,-3.9997562723993783,-3.9997562723993783,0.0
wurtzite,a brownish-black mineral consisting of zinc sulfide,5,-5.07267645534711,-4.97441781417892,0.19999999999999996
hinault,French racing cyclist who won the Tour de France five times (born in 1954),7,-3.9353335081214853,-3.8586292220500726,0.0
maturer,characteristic of maturity,2,-4.664292272734739,-4.664292272734739,0.0
congregationalism,system of beliefs and church government of a Protestant denomination in which each member church is self-governing,9,-3.98980253236251,-3.7778238085574847,0.11111111111111116
bunyaviridae,a large family of arboviruses that affect a wide range of hosts (mainly vertebrates and arthropods),10,-4.458878638174966,-3.9760468706272336,0.09999999999999998
jovially,in a jovial manner,2,-5.388589657619544,-5.388589657619544,0.0
bicycled,ride a bicycle,2,-4.481464118565091,-4.481464118565091,0.0
unexpurgated,not having material deleted; - Havelock Ellis,4,-4.7086469556759845,-4.560522972196602,0.0
excoriate,express strong disapproval of,3,-4.630740743013919,-3.984358631499693,0.0
shirtsleeve,the sleeve of a shirt,2,-4.2395831078168635,-4.2395831078168635,0.0
callinectes,New World blue crabs,4,-3.5944998471392857,-3.3591094280287046,0.0
mugil,type genus of the Mugilidae: mullets,4,-4.731107507985892,-5.037768311841906,0.25
apocynum,perennial herbs with small pink or white flowers,6,-4.125389925186852,-3.97616824865333,0.0
algebraist,a mathematician whose specialty is algebra,3,-4.926969289955409,-4.877143434138864,0.0
trued,"make level, square, balanced, or concentric",5,-4.1272724724898024,-4.077287245970699,0.0
speckling,produce a mottled effect,3,-4.816833034289929,-4.113281057183565,0.0
silverpoint,a drawing made on specially prepared paper with an instrument having a silver tip (15th and 16th centuries),9,-3.9590249086667075,-3.933803898034961,0.0
jewelweed,North American annual plant with usually yellow or orange flowers; grows chiefly on wet rather acid soil,14,-4.061574061961134,-3.8780701379854765,0.0
convallaria,sometimes placed in family Convallariaceae: lily of the valley,6,-3.924321353473072,-3.965054482067152,0.16666666666666663
proselytising,convert to another faith or religion,3,-4.258207647653403,-4.202206506866709,0.0
preponderate,weigh more heavily,2,-5.036822848565677,-5.036822848565677,0.0
analogized,make an analogy,2,-4.2020529054936855,-4.2020529054936855,0.0
sensuousness,a sensuous feeling,2,-5.156782263957103,-5.156782263957103,0.0
comradery,the quality of affording easy familiarity and sociability,5,-4.831479733859893,-4.7546039270259,0.0
internalising,incorporate within oneself; make subjective or personal,4,-4.109821698619392,-4.1489880774948,0.0
relearned,"learn something again, as after having forgotten or neglected it",4,-4.224702078825228,-4.133090515623962,0.0
frenetically,in a very agitated manner; as if possessed by an evil spirit,5,-4.758908953095959,-4.342626120624565,0.0
atropa,belladonna,1,-6.216634943292998,-6.216634943292998,0.0
maurois,French writer best known for his biographies (1885-1967),5,-3.735504070141977,-3.8586292220500726,0.0
benignant,pleasant and beneficial in nature or influence,4,-4.433782554024127,-4.482910663704079,0.0
siss,a female person who has the same parents as another person,4,-3.6558074850126596,-3.615214591862344,0.0
niblick,an iron with considerable loft,3,-4.71593713053679,-4.747507917621545,0.0
madest,roused to anger; - Mark Twain,4,-4.881451727843688,-4.979326355217932,0.0
ardeidae,herons; egrets; night herons; bitterns,5,-5.4336865914508,-5.496084856903538,0.0
garishly,in a tastelessly garish manner,3,-5.440627502798567,-5.440627502798567,0.33333333333333337
wittier,combining clever conception and facetious expression,5,-5.123421480170873,-5.082377633179573,0.0
cockscomb,garden annual with featherlike spikes of red or yellow flowers,7,-3.94716481106475,-3.8214849269016784,0.1428571428571429
jarringly,in a manner that jars and irritates,3,-5.216845529765701,-4.809885426854649,0.0
arraign,call before a court to answer an indictment,4,-4.018462447250506,-3.655335447490004,0.0
ineluctably,by necessity,1,-4.913877800792383,-4.913877800792383,0.0
cawing,"utter a cry, characteristic of crows, rooks, or ravens",6,-5.008009982033932,-4.984254540095279,0.0
loveing,have a great affection or liking for,3,-3.8551511971743047,-3.2155533856025063,0.0
claming,"gather clams, by digging in the sand by the ocean",5,-4.745804127847881,-4.820789729636053,0.0
sansevieria,grown as a houseplant for its mottled fleshy sword-shaped leaves or as a source of fiber,8,-5.0725852099449265,-4.492007755533573,0.125
blocadren,a beta blocker (trade name Blocadren) administered after heart attacks,8,-4.584007944180113,-4.154039603844944,0.0
likeliness,the probability of a specified outcome,3,-4.465722202601597,-4.490657606043745,0.0
microsporum,a genus of fungus of the family Moniliaceae; causes ringworm,6,-4.8254901578113545,-5.037768311841906,0.16666666666666663
deleteing,remove or make invisible,3,-4.019023332551756,-4.036975436823081,0.0
slask,a region of central Europe rich in deposits of coal and iron ore; annexed by Prussia in 1742 but now largely in Poland,11,-4.48147873513799,-4.346930923276499,0.0
coyer,affectedly modest or shy especially in a playful or provocative way,7,-4.762599919867466,-5.1022312266748395,0.1428571428571429
encipher,convert ordinary language into code,4,-3.977531885987003,-3.994872404936102,0.0
yanan,a language group of the Hokan family,4,-4.394429255434075,-3.407203898201187,0.0
cambial,of or relating to or functioning as a cambium,3,-5.0151584640635924,-4.8279362582204275,0.0
wisconsinite,a native or resident of Wisconsin,3,-4.175813178288084,-4.200085573470417,0.0
civilising,teach or refine to be discriminative in taste or judgment,5,-4.948403762112168,-4.50332191688712,0.0
bryum,type genus of the Bryaceae: mosses distinguished by mostly erect and tufted gametophytes and symmetrical short-necked capsules,12,-5.212173176741876,-5.060910664455196,0.16666666666666663
layabout,person who does no work,2,-3.2738325190588684,-3.2738325190588684,0.0
purvey,supply with provisions,2,-3.7976732201907053,-3.7976732201907053,0.0
zalophus,sea lions,2,-4.22339450071266,-4.22339450071266,0.0
twanging,cause to sound with a twang,3,-4.618555291516777,-3.819810554034754,0.0
afeard,a pronunciation of afraid,2,-5.064497017634242,-5.064497017634242,0.0
affixation,the result of adding an affix to a root word,5,-3.9784814918996148,-3.491673261793312,0.0
vended,sell or offer for sale from place to place,5,-3.3668809633956394,-3.333837335035463,0.0
sarpedon,(Greek mythology) a son of Zeus who became king of Lycia; fought on behalf of the Trojans in the Trojan War and was killed by Patroclus,14,-4.785257730715895,-4.392611508179594,0.0
pressurising,increase the pressure on a gas or liquid,4,-4.014798459917015,-3.954179928631709,0.0
tenno,the emperor of Japan; when regarded as a religious leader the emperor is called tenno,8,-4.644075875335726,-4.241297635988079,0.0
interpellation,(parliament) a parliamentary procedure of demanding that a government official explain some act or policy,9,-3.9375286684677877,-3.844193256004099,0.0
totters,"move without being stable, as if threatening to fall",4,-4.344466484938913,-4.158839017653746,0.0
convoke,call together,2,-3.589597880368327,-3.589597880368327,0.0
thaddaeus,(New Testament) supposed brother of St. James; one of the Apostles who is invoked in prayer when a situation seems hopeless,11,-4.365393217066982,-4.311592569923125,0.09090909090909094
fancifully,in a fanciful manner,2,-5.221042073939881,-5.221042073939881,0.0
baptizes,administer baptism to,2,-5.2141744877973935,-5.2141744877973935,0.0
concubinage,cohabitation without being legally married,3,-5.463670461690925,-5.127188953933224,0.0
garganey,small Eurasian teal,3,-4.980217513346876,-5.513312220005843,0.0
oxyura,ruddy duck,2,-5.437547781729796,-5.437547781729796,0.0
chillier,not characterized by emotion; -C.W.Cunningham,2,-5.071759955412741,-5.071759955412741,0.0
salp,minute floating marine tunicate having a transparent body with an opening at each end,8,-4.475383402378245,-4.154070481328557,0.0
iodination,the substitution or addition of iodine atoms in organic compounds,6,-4.5963366898546925,-4.4391215706606095,0.0
priding,be proud of,1,-4.534762011535313,-4.534762011535313,0.0
naphthoquinone,a fat-soluble vitamin that helps in the clotting of blood,5,-4.278413992181744,-4.190784337244257,0.19999999999999996
reparable,capable of being repaired or rectified,3,-4.887137483849224,-4.5551442677112455,0.0
ophthalmia,severe conjunctivitis,2,-5.415830903470249,-5.415830903470249,0.0
gilled,provided with gills,2,-4.335578334307529,-4.335578334307529,0.0
cirio,candlewood of Mexico and southwestern California having tall columnar stems and bearing honey-scented creamy yellow flowers,11,-4.762850258797145,-4.615979618422026,0.09090909090909094
compartmentalised,separate into isolated compartments or categories,4,-4.495853849142248,-4.652308232256853,0.0
amygdalus,used in former classifications for peach and almond trees which are now included in genus Prunus,9,-4.487698789636507,-4.419257275030244,0.0
gallivanting,wander aimlessly in search of pleasure,4,-4.784024563677812,-4.975697544006146,0.0
deafen,be unbearably loud,2,-5.7852925261173205,-5.7852925261173205,0.0
lewisia,genus of western North American low-growing herbs having linear woolly leaves and large pink flowers,12,-4.207559650905655,-3.9184693423860115,0.08333333333333337
