lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
bite,"to grip, cut off, or tear with or as if with the teeth or jaws",5,-4.3877597665056705,-4.347875327392551,0.0
fight,be engaged in a fight; carry on a fight,4,-3.7938253201715924,-3.6543850121161126,0.0
laugh,produce laughter,2,-4.418760568894323,-4.418760568894323,0.0
seem,give a certain impression or have a certain outward aspect,5,-4.214239597320499,-4.081940091092454,0.0
stand,be standing; be upright,2,-4.491955921914288,-4.491955921914288,0.0
check,"examine so as to determine accuracy, quality, or condition",5,-4.791757855668535,-4.71511283442796,0.0
walk,use one's feet to advance; advance by steps,4,-4.1906915269789415,-4.284926472133745,0.0
sleep,be asleep,1,-4.298059986840775,-4.298059986840775,0.0
suppose,express a supposition,2,-4.602801739731871,-4.602801739731871,0.5
lie,be located or situated somewhere; occupy a certain position,6,-4.597733029971698,-4.36460962730899,0.0
sound,appear in a certain way,3,-3.690254263400368,-4.081940091092454,0.0
save,"save from ruin, destruction, or harm",4,-4.205772797202837,-4.251148865566892,0.0
hope,expect and wish,2,-3.6766070966048567,-3.6766070966048567,0.0
marry,take in marriage,2,-3.3467631543651795,-3.3467631543651795,0.0
hit,cause to move by striking,3,-3.510604064075779,-3.510604064075779,0.33333333333333337
deal,act on verbally or in some form of artistic expression,5,-4.842643564387475,-4.923697699460185,0.0
write,produce a literary work,3,-4.3225354736055275,-4.541876080155105,0.0
hurt,be the source of pain,2,-4.160660474521986,-4.160660474521986,0.0
buy,obtain by purchase; acquire by means of a financial transaction,6,-4.670485944327175,-4.944013062404083,0.0
shut,move so that an opening or passage is obstructed; make shut,5,-4.3802862291105,-4.275242737669916,0.19999999999999996
order,give instructions to or direct somebody to do something with authority,6,-3.966132656361465,-4.0125911412167,0.0
read,interpret something that is written or printed,4,-4.035304908082753,-3.9353212676813785,0.0
drive,operate or control a vehicle,3,-4.268865909796262,-4.529673446085364,0.0
pick,select carefully from a group,3,-4.507682588385864,-4.551452067747454,0.0
set,put into a certain place or abstract location,5,-4.0949301957263256,-4.081940091092454,0.0
become,enter or assume a certain state or condition,5,-4.0801556345586665,-4.1539973693029095,0.0
win,be the winner in a contest or competition; be victorious,4,-4.892559019175243,-4.696636531038909,0.0
cut,separate with or as if with an instrument,2,-4.640966995344912,-4.640966995344912,0.0
